datetime,elapsed_s,voltage,Elevation_m
2026/08/01@14:54:10,2550,2.8207502,29289.0
2026/08/01@14:54:11,2551,2.8296252,29291.666666666668
2026/08/01@14:54:12,2552,2.824125,29294.333333333332
2026/08/01@14:54:13,2553,2.8351252,29297.0
2026/08/01@14:54:14,2554,2.8443752,29299.666666666668
2026/08/01@14:54:15,2555,2.847125,29302.333333333332
2026/08/01@14:54:16,2556,2.8443752,29305.0
2026/08/01@14:54:18,2557,2.8385,29310.333333333332
2026/08/01@14:54:19,2559,2.837625,29313.0
2026/08/01@14:54:20,2560,2.8428752,29315.387096774193
2026/08/01@14:54:21,2561,2.8473752,29317.774193548386
2026/08/01@14:54:22,2562,2.8452502,29320.16129032258
2026/08/01@14:54:23,2563,2.8407502,29322.548387096773
2026/08/01@14:54:24,2564,2.83675,29324.935483870966
2026/08/01@14:54:25,2565,2.8356252,29327.322580645163
2026/08/01@14:54:26,2566,2.8411252,29329.709677419356
2026/08/01@14:54:27,2567,2.8493752,29332.09677419355
2026/08/01@14:54:28,2568,2.8582502,29334.483870967742
2026/08/01@14:54:29,2569,2.8343752,29336.870967741936
2026/08/01@14:54:31,2571,2.840125,29341.645161290322
2026/08/01@14:54:32,2572,2.838375,29344.032258064515
2026/08/01@14:54:33,2573,2.8408752,29346.41935483871
2026/08/01@14:54:34,2574,2.8428752,29348.8064516129
2026/08/01@14:54:35,2575,2.833625,29351.1935483871
2026/08/01@14:54:36,2576,2.8465002,29353.58064516129
2026/08/01@14:54:37,2577,2.8543752,29355.967741935485
2026/08/01@14:54:38,2578,2.8526252,29358.354838709678
2026/08/01@14:54:39,2579,2.853125,29360.74193548387
2026/08/01@14:54:40,2580,2.8567502,29363.129032258064
2026/08/01@14:54:41,2581,2.831875,29365.516129032258
2026/08/01@14:54:43,2583,2.8338752,29370.290322580644
2026/08/01@14:54:44,2584,2.83975,29372.677419354837
2026/08/01@14:54:45,2585,2.838875,29375.064516129034
2026/08/01@14:54:46,2586,2.8396252,29377.451612903227
2026/08/01@14:54:47,2587,2.8533752,29379.83870967742
2026/08/01@14:54:48,2588,2.8282502,29382.225806451614
2026/08/01@14:54:49,2589,2.841875,29384.612903225807
2026/08/01@14:54:50,2590,2.8387502,29387.0
2026/08/01@14:54:51,2591,2.8356252,29389.433333333334
2026/08/01@14:54:52,2592,2.8382502,29391.866666666665
2026/08/01@14:54:53,2593,2.8370002,29394.3
2026/08/01@14:54:55,2595,2.8396252,29399.166666666668
2026/08/01@14:54:56,2596,2.8463752,29401.6
2026/08/01@14:54:57,2597,2.8555002,29404.033333333333
2026/08/01@14:54:58,2598,2.8595002,29406.466666666667
2026/08/01@14:54:59,2599,2.8356252,29408.9
2026/08/01@14:55:00,2600,2.8465002,29411.333333333332
2026/08/01@14:55:01,2601,2.8412502,29413.766666666666
2026/08/01@14:55:02,2602,2.838375,29416.2
2026/08/01@14:55:03,2603,2.8486252,29418.633333333335
2026/08/01@14:55:04,2604,2.851875,29421.066666666666
2026/08/01@14:55:06,2605,2.855,29425.933333333334
2026/08/01@14:55:07,2607,2.8556252,29428.366666666665
2026/08/01@14:55:08,2608,2.8567502,29430.8
2026/08/01@14:55:09,2609,2.8581252,29433.233333333334
2026/08/01@14:55:10,2610,2.859625,29435.666666666668
2026/08/01@14:55:11,2611,2.861375,29438.1
2026/08/01@14:55:12,2612,2.8593752,29440.533333333333
2026/08/01@14:55:13,2613,2.8608752,29442.966666666667
2026/08/01@14:55:14,2614,2.8608752,29445.4
2026/08/01@14:55:15,2615,2.8573752,29447.833333333332
2026/08/01@14:55:16,2616,2.8520002,29450.266666666666
2026/08/01@14:55:17,2617,2.848375,29452.7
2026/08/01@14:55:19,2619,2.847875,29457.566666666666
2026/08/01@14:55:20,2620,2.843125,29460.0
2026/08/01@14:55:21,2621,2.8425002,29462.483870967742
2026/08/01@14:55:22,2622,2.8437502,29464.967741935485
2026/08/01@14:55:23,2623,2.8481252,29467.451612903227
2026/08/01@14:55:24,2624,2.8526252,29469.935483870966
2026/08/01@14:55:25,2625,2.8560002,29472.41935483871
2026/08/01@14:55:26,2626,2.858375,29474.90322580645
2026/08/01@14:55:27,2627,2.851375,29477.387096774193
2026/08/01@14:55:28,2628,2.8373752,29479.870967741936
2026/08/01@14:55:29,2629,2.843125,29482.354838709678
2026/08/01@14:55:31,2631,2.8408752,29487.322580645163
2026/08/01@14:55:32,2632,2.8530002,29489.8064516129
2026/08/01@14:55:33,2633,2.8598752,29492.290322580644
2026/08/01@14:55:34,2634,2.861375,29494.774193548386
2026/08/01@14:55:35,2635,2.850625,29497.25806451613
2026/08/01@14:55:36,2636,2.8300002,29499.74193548387
2026/08/01@14:55:37,2637,2.8408752,29502.225806451614
2026/08/01@14:55:38,2638,2.8546252,29504.709677419356
2026/08/01@14:55:39,2639,2.8517502,29507.1935483871
2026/08/01@14:55:40,2640,2.8482502,29509.677419354837
2026/08/01@14:55:41,2641,2.8435002,29512.16129032258
2026/08/01@14:55:43,2643,2.840625,29517.129032258064
2026/08/01@14:55:44,2644,2.843625,29519.612903225807
2026/08/01@14:55:45,2645,2.8460002,29522.09677419355
2026/08/01@14:55:46,2646,2.851875,29524.58064516129
2026/08/01@14:55:47,2647,2.850125,29527.064516129034
2026/08/01@14:55:48,2648,2.8451252,29529.548387096773
2026/08/01@14:55:49,2649,2.844,29532.032258064515
2026/08/01@14:55:50,2650,2.84925,29534.516129032258
2026/08/01@14:55:51,2651,2.8481252,29537.0
2026/08/01@14:55:52,2652,2.8443752,29539.709677419356
2026/08/01@14:55:53,2653,2.852375,29542.41935483871
2026/08/01@14:55:55,2655,2.8542502,29547.83870967742
2026/08/01@14:55:56,2656,2.8552502,29550.548387096773
2026/08/01@14:55:57,2657,2.8512502,29553.25806451613
2026/08/01@14:55:58,2658,2.8481252,29555.967741935485
2026/08/01@14:55:59,2659,2.85225,29558.677419354837
2026/08/01@14:56:00,2660,2.8533752,29561.387096774193
2026/08/01@14:56:01,2661,2.8545,29564.09677419355
2026/08/01@14:56:02,2662,2.855,29566.8064516129
2026/08/01@14:56:03,2663,2.8443752,29569.516129032258
2026/08/01@14:56:04,2664,2.8608752,29572.225806451614
2026/08/01@14:56:05,2665,2.8660002,29574.935483870966
2026/08/01@14:56:07,2667,2.864,29580.354838709678
2026/08/01@14:56:08,2668,2.864,29583.064516129034
2026/08/01@14:56:09,2669,2.8655002,29585.774193548386
2026/08/01@14:56:10,2670,2.85225,29588.483870967742
2026/08/01@14:56:11,2671,2.8521252,29591.1935483871
2026/08/01@14:56:12,2672,2.8481252,29593.90322580645
2026/08/01@14:56:13,2673,2.854,29596.612903225807
2026/08/01@14:56:14,2674,2.863125,29599.322580645163
2026/08/01@14:56:15,2675,2.8677502,29602.032258064515
2026/08/01@14:56:16,2676,2.8438752,29604.74193548387
2026/08/01@14:56:17,2677,2.8558752,29607.451612903227
2026/08/01@14:56:19,2679,2.8500002,29612.870967741936
2026/08/01@14:56:20,2680,2.8565002,29615.58064516129
2026/08/01@14:56:21,2681,2.8677502,29618.290322580644
2026/08/01@14:56:22,2682,2.8560002,29621.0
2026/08/01@14:56:23,2683,2.85275,29623.866666666665
2026/08/01@14:56:24,2684,2.8576252,29626.733333333334
2026/08/01@14:56:25,2685,2.867125,29629.6
2026/08/01@14:56:26,2686,2.83925,29632.466666666667
2026/08/01@14:56:27,2687,2.8515,29635.333333333332
2026/08/01@14:56:28,2688,2.8495002,29638.2
2026/08/01@14:56:29,2689,2.858875,29641.066666666666
2026/08/01@14:56:31,2691,2.8647502,29646.8
2026/08/01@14:56:32,2692,2.8686252,29649.666666666668
2026/08/01@14:56:33,2693,2.8485002,29652.533333333333
2026/08/01@14:56:34,2694,2.85575,29655.4
2026/08/01@14:56:35,2695,2.8560002,29658.266666666666
2026/08/01@14:56:36,2696,2.857,29661.133333333335
2026/08/01@14:56:37,2697,2.8628752,29664.0
2026/08/01@14:56:38,2698,2.8707502,29666.866666666665
2026/08/01@14:56:39,2699,2.8438752,29669.733333333334
2026/08/01@14:56:40,2700,2.8551252,29672.6
2026/08/01@14:56:41,2701,2.8617502,29675.466666666667
2026/08/01@14:56:43,2703,2.8593752,29681.2
2026/08/01@14:56:44,2704,2.855,29684.066666666666
2026/08/01@14:56:45,2705,2.8533752,29686.933333333334
2026/08/01@14:56:46,2706,2.857875,29689.8
2026/08/01@14:56:47,2707,2.8530002,29692.666666666668
2026/08/01@14:56:48,2708,2.8538752,29695.533333333333
2026/08/01@14:56:49,2709,2.8452502,29698.4
2026/08/01@14:56:50,2710,2.8502502,29701.266666666666
2026/08/01@14:56:51,2711,2.8495002,29704.133333333335
2026/08/01@14:56:52,2712,2.8573752,29707.0
2026/08/01@14:56:53,2713,2.8565002,29709.8064516129
2026/08/01@14:56:55,2715,2.8581252,29715.41935483871
2026/08/01@14:56:56,2716,2.8565002,29718.225806451614
2026/08/01@14:56:57,2717,2.85975,29721.032258064515
2026/08/01@14:56:58,2718,2.8616252,29723.83870967742
2026/08/01@14:56:59,2719,2.861,29726.645161290322
2026/08/01@14:57:00,2720,2.8638752,29729.451612903227
2026/08/01@14:57:01,2721,2.86325,29732.25806451613
2026/08/01@14:57:02,2722,2.8617502,29735.064516129034
2026/08/01@14:57:03,2723,2.86275,29737.870967741936
2026/08/01@14:57:04,2724,2.8702502,29740.677419354837
2026/08/01@14:57:05,2725,2.87625,29743.483870967742
2026/08/01@14:57:07,2727,2.878,29749.09677419355
2026/08/01@14:57:08,2728,2.8747502,29751.90322580645
2026/08/01@14:57:09,2729,2.8637502,29754.709677419356
2026/08/01@14:57:10,2730,2.8558752,29757.516129032258
2026/08/01@14:57:11,2731,2.8511252,29760.322580645163
2026/08/01@14:57:12,2732,2.8586252,29763.129032258064
2026/08/01@14:57:13,2733,2.8667502,29765.935483870966
2026/08/01@14:57:14,2734,2.874,29768.74193548387
2026/08/01@14:57:15,2735,2.87625,29771.548387096773
2026/08/01@14:57:16,2736,2.846625,29774.354838709678
2026/08/01@14:57:17,2737,2.8625002,29777.16129032258
2026/08/01@14:57:19,2739,2.8638752,29782.774193548386
2026/08/01@14:57:20,2740,2.8677502,29785.58064516129
2026/08/01@14:57:21,2741,2.8681252,29788.387096774193
2026/08/01@14:57:22,2742,2.8546252,29791.1935483871
2026/08/01@14:57:23,2743,2.8773752,29794.0
2026/08/01@14:57:24,2744,2.8672502,29797.1
2026/08/01@14:57:25,2745,2.8607502,29800.2
2026/08/01@14:57:26,2746,2.8628752,29803.3
2026/08/01@14:57:27,2747,2.86275,29806.4
2026/08/01@14:57:28,2748,2.864,29809.5
2026/08/01@14:57:29,2749,2.8542502,29812.6
2026/08/01@14:57:31,2751,2.8806252,29818.8
2026/08/01@14:57:32,2752,2.8758752,29821.9
2026/08/01@14:57:33,2753,2.867875,29825.0
2026/08/01@14:57:34,2754,2.8563752,29828.1
2026/08/01@14:57:35,2755,2.8558752,29831.2
2026/08/01@14:57:36,2756,2.861875,29834.3
2026/08/01@14:57:37,2757,2.8573752,29837.4
2026/08/01@14:57:38,2758,2.8537502,29840.5
2026/08/01@14:57:39,2759,2.8712502,29843.6
2026/08/01@14:57:40,2760,2.868875,29846.7
2026/08/01@14:57:41,2761,2.84975,29849.8
2026/08/01@14:57:43,2763,2.8646252,29856.0
2026/08/01@14:57:44,2764,2.8686252,29859.1
2026/08/01@14:57:45,2765,2.8635,29862.2
2026/08/01@14:57:46,2766,2.86625,29865.3
2026/08/01@14:57:47,2767,2.87625,29868.4
2026/08/01@14:57:48,2768,2.853125,29871.5
2026/08/01@14:57:49,2769,2.8667502,29874.6
2026/08/01@14:57:50,2770,2.8737502,29877.7
2026/08/01@14:57:51,2771,2.877875,29880.8
2026/08/01@14:57:52,2772,2.8625002,29883.9
2026/08/01@14:57:53,2773,2.8486252,29887.0
2026/08/01@14:57:55,2775,2.865375,29892.935483870966
2026/08/01@14:57:56,2776,2.8723752,29895.90322580645
2026/08/01@14:57:57,2777,2.8768752,29898.870967741936
2026/08/01@14:57:58,2778,2.8730002,29901.83870967742
2026/08/01@14:57:59,2779,2.8673752,29904.8064516129
2026/08/01@14:58:00,2780,2.858875,29907.774193548386
2026/08/01@14:58:01,2781,2.86325,29910.74193548387
2026/08/01@14:58:02,2782,2.86875,29913.709677419356
2026/08/01@14:58:03,2783,2.86625,29916.677419354837
2026/08/01@14:58:04,2784,2.8635,29919.645161290322
2026/08/01@14:58:05,2785,2.866125,29922.612903225807
2026/08/01@14:58:07,2787,2.8723752,29928.548387096773
2026/08/01@14:58:08,2788,2.8833752,29931.516129032258
2026/08/01@14:58:09,2789,2.85625,29934.483870967742
2026/08/01@14:58:10,2790,2.87275,29937.451612903227
2026/08/01@14:58:11,2791,2.8685002,29940.41935483871
2026/08/01@14:58:12,2792,2.860125,29943.387096774193
2026/08/01@14:58:13,2793,2.8577502,29946.354838709678
2026/08/01@14:58:14,2794,2.8577502,29949.322580645163
2026/08/01@14:58:15,2795,2.8651252,29952.290322580644
2026/08/01@14:58:16,2796,2.8716252,29955.25806451613
2026/08/01@14:58:17,2797,2.8695002,29958.225806451614
2026/08/01@14:58:19,2799,2.8647502,29964.16129032258
2026/08/01@14:58:20,2800,2.8611252,29967.129032258064
2026/08/01@14:58:21,2801,2.864,29970.09677419355
2026/08/01@14:58:22,2802,2.873625,29973.064516129034
2026/08/01@14:58:23,2803,2.8815002,29976.032258064515
2026/08/01@14:58:24,2804,2.8816252,29979.0
2026/08/01@14:58:25,2805,2.8795002,29982.0
2026/08/01@14:58:26,2806,2.8760002,29985.0
2026/08/01@14:58:27,2807,2.8733752,29988.0
2026/08/01@14:58:28,2808,2.8760002,29991.0
2026/08/01@14:58:29,2809,2.8741252,29994.0
2026/08/01@14:58:31,2811,2.8747502,30000.0
2026/08/01@14:58:32,2812,2.87925,30003.0
2026/08/01@14:58:33,2813,2.8858752,30006.0
2026/08/01@14:58:34,2814,2.864,30009.0
2026/08/01@14:58:35,2815,2.8738752,30012.0
2026/08/01@14:58:36,2816,2.8730002,30015.0
2026/08/01@14:58:37,2817,2.8730002,30018.0
2026/08/01@14:58:38,2818,2.874375,30021.0
2026/08/01@14:58:39,2819,2.8615,30024.0
2026/08/01@14:58:40,2820,2.8868752,30027.0
2026/08/01@14:58:41,2821,2.8863752,30030.0
2026/08/01@14:58:43,2823,2.88625,30036.0
2026/08/01@14:58:44,2824,2.8782502,30039.0
2026/08/01@14:58:45,2825,2.85925,30042.0
2026/08/01@14:58:46,2826,2.8735,30045.0
2026/08/01@14:58:47,2827,2.8693752,30048.0
2026/08/01@14:58:48,2828,2.876125,30051.0
2026/08/01@14:58:49,2829,2.8846252,30054.0
2026/08/01@14:58:50,2830,2.8747502,30057.0
2026/08/01@14:58:51,2831,2.8733752,30060.0
2026/08/01@14:58:52,2832,2.870125,30063.0
2026/08/01@14:58:53,2833,2.8742502,30066.0
2026/08/01@14:58:55,2835,2.8863752,30072.0
2026/08/01@14:58:56,2836,2.887875,30074.933333333334
2026/08/01@14:58:57,2837,2.8667502,30077.866666666665
2026/08/01@14:58:58,2838,2.8735,30080.8
2026/08/01@14:58:59,2839,2.871,30083.733333333334
2026/08/01@14:59:00,2840,2.8742502,30086.666666666668
2026/08/01@14:59:01,2841,2.883125,30089.6
2026/08/01@14:59:02,2842,2.8897502,30092.533333333333
2026/08/01@14:59:03,2843,2.8635,30095.466666666667
2026/08/01@14:59:04,2844,2.8711252,30098.4
2026/08/01@14:59:05,2845,2.8763752,30101.333333333332
2026/08/01@14:59:07,2847,2.8735,30107.2
2026/08/01@14:59:08,2848,2.871375,30110.133333333335
2026/08/01@14:59:09,2849,2.8777502,30113.066666666666
2026/08/01@14:59:10,2850,2.884,30116.0
2026/08/01@14:59:11,2851,2.8868752,30118.933333333334
2026/08/01@14:59:12,2852,2.889125,30121.866666666665
2026/08/01@14:59:13,2853,2.89,30124.8
2026/08/01@14:59:14,2854,2.889625,30127.733333333334
2026/08/01@14:59:15,2855,2.8881252,30130.666666666668
2026/08/01@14:59:16,2856,2.8860002,30133.6
2026/08/01@14:59:17,2857,2.8845,30136.533333333333
2026/08/01@14:59:19,2859,2.887,30142.4
2026/08/01@14:59:20,2860,2.8890002,30145.333333333332
2026/08/01@14:59:21,2861,2.8847502,30148.266666666666
2026/08/01@14:59:22,2862,2.887375,30151.2
2026/08/01@14:59:23,2863,2.89275,30154.133333333335
2026/08/01@14:59:24,2864,2.8933752,30157.066666666666
2026/08/01@14:59:25,2865,2.887375,30160.0
2026/08/01@14:59:26,2866,2.8758752,30162.645161290322
2026/08/01@14:59:27,2867,2.8716252,30165.290322580644
2026/08/01@14:59:28,2868,2.877,30167.935483870966
2026/08/01@14:59:29,2869,2.8807502,30170.58064516129
2026/08/01@14:59:31,2870,2.86875,30175.870967741936
2026/08/01@14:59:32,2872,2.8885002,30178.516129032258
2026/08/01@14:59:33,2873,2.8790002,30181.16129032258
2026/08/01@14:59:34,2874,2.8776252,30183.8064516129
2026/08/01@14:59:35,2875,2.878,30186.451612903227
2026/08/01@14:59:36,2876,2.87275,30189.09677419355
2026/08/01@14:59:37,2877,2.8733752,30191.74193548387
2026/08/01@14:59:38,2878,2.8735,30194.387096774193
2026/08/01@14:59:39,2879,2.8590002,30197.032258064515
2026/08/01@14:59:40,2880,2.894875,30199.677419354837
2026/08/01@14:59:41,2881,2.8915002,30202.322580645163
2026/08/01@14:59:42,2882,2.8850002,30204.967741935485
2026/08/01@14:59:44,2884,2.8715002,30210.25806451613
2026/08/01@14:59:45,2885,2.872625,30212.90322580645
2026/08/01@14:59:46,2886,2.87275,30215.548387096773
2026/08/01@14:59:47,2887,2.8767502,30218.1935483871
2026/08/01@14:59:48,2888,2.879125,30220.83870967742
2026/08/01@14:59:49,2889,2.87575,30223.483870967742
2026/08/01@14:59:50,2890,2.8805,30226.129032258064
2026/08/01@14:59:51,2891,2.8877502,30228.774193548386
2026/08/01@14:59:52,2892,2.8681252,30231.41935483871
2026/08/01@14:59:53,2893,2.8765002,30234.064516129034
2026/08/01@14:59:54,2894,2.874875,30236.709677419356
2026/08/01@14:59:56,2896,2.8880002,30242.0
2026/08/01@14:59:57,2897,2.86625,30244.733333333334
2026/08/01@14:59:58,2898,2.8793752,30247.466666666667
2026/08/01@14:59:59,2899,2.873625,30250.2
2026/08/01@15:00:00,2900,2.8777502,30252.933333333334
2026/08/01@15:00:01,2901,2.89,30255.666666666668
2026/08/01@15:00:02,2902,2.88575,30258.4
2026/08/01@15:00:03,2903,2.873125,30261.133333333335
2026/08/01@15:00:04,2904,2.8832502,30263.866666666665
2026/08/01@15:00:05,2905,2.8811252,30266.6
2026/08/01@15:00:06,2906,2.877,30269.333333333332
2026/08/01@15:00:08,2908,2.884,30274.8
2026/08/01@15:00:09,2909,2.88925,30277.533333333333
2026/08/01@15:00:10,2910,2.8938752,30280.266666666666
2026/08/01@15:00:11,2911,2.894875,30283.0
2026/08/01@15:00:12,2912,2.8876252,30285.733333333334
2026/08/01@15:00:13,2913,2.8732502,30288.466666666667
2026/08/01@15:00:14,2914,2.8793752,30291.2
2026/08/01@15:00:15,2915,2.8805,30293.933333333334
2026/08/01@15:00:16,2916,2.87875,30296.666666666668
2026/08/01@15:00:17,2917,2.877125,30299.4
2026/08/01@15:00:18,2918,2.884,30302.133333333335
2026/08/01@15:00:20,2920,2.8860002,30307.6
2026/08/01@15:00:21,2921,2.887375,30310.333333333332
2026/08/01@15:00:22,2922,2.8872502,30313.066666666666
2026/08/01@15:00:23,2923,2.8835,30315.8
2026/08/01@15:00:24,2924,2.87925,30318.533333333333
2026/08/01@15:00:25,2925,2.881875,30321.266666666666
2026/08/01@15:00:26,2926,2.8837502,30324.0
2026/08/01@15:00:27,2927,2.8835,30326.548387096773
2026/08/01@15:00:28,2928,2.88525,30329.09677419355
2026/08/01@15:00:29,2929,2.8795002,30331.645161290322
2026/08/01@15:00:30,2930,2.8720002,30334.1935483871
2026/08/01@15:00:32,2932,2.8993752,30339.290322580644
2026/08/01@15:00:33,2933,2.900125,30341.83870967742
2026/08/01@15:00:34,2934,2.8962502,30344.387096774193
2026/08/01@15:00:35,2935,2.8953752,30346.935483870966
2026/08/01@15:00:36,2936,2.8886252,30349.483870967742
2026/08/01@15:00:37,2937,2.8772502,30352.032258064515
2026/08/01@15:00:38,2938,2.8876252,30354.58064516129
2026/08/01@15:00:39,2939,2.8828752,30357.129032258064
2026/08/01@15:00:40,2940,2.877875,30359.677419354837
2026/08/01@15:00:41,2941,2.881,30362.225806451614
2026/08/01@15:00:42,2942,2.881375,30364.774193548386
2026/08/01@15:00:44,2944,2.87925,30369.870967741936
2026/08/01@15:00:45,2945,2.881,30372.41935483871
2026/08/01@15:00:46,2946,2.879125,30374.967741935485
2026/08/01@15:00:47,2947,2.8855002,30377.516129032258
2026/08/01@15:00:48,2948,2.8865002,30380.064516129034
2026/08/01@15:00:49,2949,2.8903752,30382.612903225807
2026/08/01@15:00:50,2950,2.8916252,30385.16129032258
2026/08/01@15:00:51,2951,2.896125,30387.709677419356
2026/08/01@15:00:52,2952,2.89925,30390.25806451613
2026/08/01@15:00:53,2953,2.8838752,30392.8064516129
2026/08/01@15:00:54,2954,2.8876252,30395.354838709678
2026/08/01@15:00:56,2956,2.8832502,30400.451612903227
2026/08/01@15:00:57,2957,2.8928752,30403.0
2026/08/01@15:00:58,2958,2.8998752,30405.483870967742
2026/08/01@15:00:59,2959,2.877125,30407.967741935485
2026/08/01@15:01:00,2960,2.8802502,30410.451612903227
2026/08/01@15:01:01,2961,2.881875,30412.935483870966
2026/08/01@15:01:02,2962,2.8911252,30415.41935483871
2026/08/01@15:01:03,2963,2.8930002,30417.90322580645
2026/08/01@15:01:04,2964,2.8935,30420.387096774193
2026/08/01@15:01:05,2965,2.8916252,30422.870967741936
2026/08/01@15:01:06,2966,2.88925,30425.354838709678
2026/08/01@15:01:08,2968,2.884875,30430.322580645163
2026/08/01@15:01:09,2969,2.883625,30432.8064516129
2026/08/01@15:01:10,2970,2.8871252,30435.290322580644
2026/08/01@15:01:11,2971,2.8893752,30437.774193548386
2026/08/01@15:01:12,2972,2.8811252,30440.25806451613
2026/08/01@15:01:13,2973,2.88275,30442.74193548387
2026/08/01@15:01:14,2974,2.8735,30445.225806451614
2026/08/01@15:01:15,2975,2.8865002,30447.709677419356
2026/08/01@15:01:16,2976,2.8881252,30450.1935483871
2026/08/01@15:01:17,2977,2.89225,30452.677419354837
2026/08/01@15:01:18,2978,2.8905,30455.16129032258
2026/08/01@15:01:20,2980,2.8871252,30460.129032258064
2026/08/01@15:01:21,2981,2.8847502,30462.612903225807
2026/08/01@15:01:22,2982,2.883625,30465.09677419355
2026/08/01@15:01:23,2983,2.8847502,30467.58064516129
2026/08/01@15:01:24,2984,2.887,30470.064516129034
2026/08/01@15:01:25,2985,2.88825,30472.548387096773
2026/08/01@15:01:26,2986,2.887375,30475.032258064515
2026/08/01@15:01:27,2987,2.884375,30477.516129032258
2026/08/01@15:01:28,2988,2.891375,30480.0
2026/08/01@15:01:29,2989,2.9006252,30482.8
2026/08/01@15:01:30,2990,2.9042502,30485.6
2026/08/01@15:01:32,2992,2.9042502,30491.2
2026/08/01@15:01:33,2993,2.9021252,30494.0
2026/08/01@15:01:34,2994,2.897375,30496.8
2026/08/01@15:01:35,2995,2.891875,30499.6
2026/08/01@15:01:36,2996,2.8912502,30502.4
2026/08/01@15:01:37,2997,2.8841252,30505.2
2026/08/01@15:01:38,2998,2.9081252,30508.0
2026/08/01@15:01:39,2999,2.906125,30510.8
2026/08/01@15:01:40,3000,2.9046252,30513.6
2026/08/01@15:01:41,3001,2.9046252,30516.4
2026/08/01@15:01:42,3002,2.9067502,30519.2
2026/08/01@15:01:44,3004,2.8875,30524.8
2026/08/01@15:01:45,3005,2.8920002,30527.6
2026/08/01@15:01:46,3006,2.88625,30530.4
2026/08/01@15:01:47,3007,2.88575,30533.2
2026/08/01@15:01:48,3008,2.8928752,30536.0
2026/08/01@15:01:49,3009,2.90225,30538.8
2026/08/01@15:01:50,3010,2.9062502,30541.6
2026/08/01@15:01:51,3011,2.8795002,30544.4
2026/08/01@15:01:52,3012,2.8986252,30547.2
2026/08/01@15:01:53,3013,2.8971252,30550.0
2026/08/01@15:01:54,3014,2.8903752,30552.8
2026/08/01@15:01:56,3015,2.8855002,30558.4
2026/08/01@15:01:57,3017,2.8845,30561.2
2026/08/01@15:01:58,3018,2.8915002,30564.0
2026/08/01@15:01:59,3019,2.8985002,30566.58064516129
2026/08/01@15:02:00,3020,2.8990002,30569.16129032258
2026/08/01@15:02:01,3021,2.8806252,30571.74193548387
2026/08/01@15:02:02,3022,2.903,30574.322580645163
2026/08/01@15:02:03,3023,2.8958752,30576.90322580645
2026/08/01@15:02:04,3024,2.89275,30579.483870967742
2026/08/01@15:02:05,3025,2.8968752,30582.064516129034
2026/08/01@15:02:06,3026,2.895625,30584.645161290322
2026/08/01@15:02:07,3027,2.894,30587.225806451614
2026/08/01@15:02:09,3029,2.8933752,30592.387096774193
2026/08/01@15:02:10,3030,2.8998752,30594.967741935485
2026/08/01@15:02:11,3031,2.9090002,30597.548387096773
2026/08/01@15:02:12,3032,2.88825,30600.129032258064
2026/08/01@15:02:13,3033,2.89575,30602.709677419356
2026/08/01@15:02:14,3034,2.8916252,30605.290322580644
2026/08/01@15:02:15,3035,2.8858752,30607.870967741936
2026/08/01@15:02:16,3036,2.8888752,30610.451612903227
2026/08/01@15:02:17,3037,2.8938752,30613.032258064515
2026/08/01@15:02:18,3038,2.8993752,30615.612903225807
2026/08/01@15:02:19,3039,2.900875,30618.1935483871
2026/08/01@15:02:21,3041,2.9042502,30623.354838709678
2026/08/01@15:02:22,3042,2.906625,30625.935483870966
2026/08/01@15:02:23,3043,2.8993752,30628.516129032258
2026/08/01@15:02:24,3044,2.8953752,30631.09677419355
2026/08/01@15:02:25,3045,2.8921252,30633.677419354837
2026/08/01@15:02:26,3046,2.89,30636.25806451613
2026/08/01@15:02:27,3047,2.893125,30638.83870967742
2026/08/01@15:02:28,3048,2.9016252,30641.41935483871
2026/08/01@15:02:29,3049,2.9080002,30644.0
2026/08/01@15:02:30,3050,2.913,30591.25806451613
2026/08/01@15:02:31,3051,2.884875,30538.516129032258
2026/08/01@15:02:33,3053,2.8976252,30433.032258064515
2026/08/01@15:02:34,3054,2.907375,30380.290322580644
2026/08/01@15:02:35,3055,2.8971252,30327.548387096773
2026/08/01@15:02:36,3056,2.8975,30274.8064516129
2026/08/01@15:02:37,3057,2.8988752,30222.064516129034
2026/08/01@15:02:38,3058,2.8962502,30169.322580645163
2026/08/01@15:02:39,3059,2.8953752,30116.58064516129
2026/08/01@15:02:40,3060,2.8980002,30063.83870967742
2026/08/01@15:02:41,3061,2.9023752,30011.09677419355
2026/08/01@15:02:42,3062,2.897875,29958.354838709678
2026/08/01@15:02:43,3063,2.8950002,29905.612903225807
2026/08/01@15:02:45,3065,2.8933752,29800.129032258064
2026/08/01@15:02:46,3066,2.8912502,29747.387096774193
2026/08/01@15:02:47,3067,2.891875,29694.645161290322
2026/08/01@15:02:48,3068,2.8977502,29641.90322580645
2026/08/01@15:02:49,3069,2.9127502,29589.16129032258
2026/08/01@15:02:50,3070,2.9127502,29536.41935483871
2026/08/01@15:02:51,3071,2.9101252,29483.677419354837
2026/08/01@15:02:52,3072,2.9033752,29430.93548387097
2026/08/01@15:02:53,3073,2.9032502,29378.1935483871
2026/08/01@15:02:54,3074,2.906625,29325.451612903227
2026/08/01@15:02:55,3075,2.910875,29272.709677419356
2026/08/01@15:02:57,3077,2.9110002,29167.225806451614
2026/08/01@15:02:58,3078,2.9027502,29114.483870967742
2026/08/01@15:02:59,3079,2.8920002,29061.74193548387
