datetime,elapsed_s,humidity_percent
2026/08/02@01:06:00,27953,28.538948
2026/08/02@01:06:01,27954,28.555732
2026/08/02@01:06:02,27955,28.555732
2026/08/02@01:06:03,27956,28.59846
2026/08/02@01:06:04,27957,28.59846
2026/08/02@01:06:05,27958,28.570994
2026/08/02@01:06:06,27959,28.555732
2026/08/02@01:06:08,27961,28.612192
2026/08/02@01:06:09,27962,28.584726
2026/08/02@01:06:10,27963,28.584726
2026/08/02@01:06:11,27964,28.538948
2026/08/02@01:06:12,27965,28.569468
2026/08/02@01:06:13,27966,28.584726
2026/08/02@01:06:14,27967,28.570994
2026/08/02@01:06:15,27968,28.528266
2026/08/02@01:06:16,27969,28.584726
2026/08/02@01:06:17,27970,28.612192
2026/08/02@01:06:19,27972,28.584726
2026/08/02@01:06:20,27973,28.555732
2026/08/02@01:06:21,27974,28.570994
2026/08/02@01:06:22,27975,28.59846
2026/08/02@01:06:23,27976,28.555732
2026/08/02@01:06:24,27977,28.555732
2026/08/02@01:06:25,27978,28.612192
2026/08/02@01:06:26,27979,28.555732
2026/08/02@01:06:27,27980,28.569468
2026/08/02@01:06:28,27981,28.612192
2026/08/02@01:06:30,27983,28.569468
2026/08/02@01:06:31,27984,28.612192
2026/08/02@01:06:32,27985,28.555732
2026/08/02@01:06:33,27986,28.570994
2026/08/02@01:06:34,27987,28.596934
2026/08/02@01:06:35,27988,28.628976
2026/08/02@01:06:36,27989,28.570994
2026/08/02@01:06:37,27990,28.555732
2026/08/02@01:06:38,27991,28.570994
2026/08/02@01:06:39,27992,28.569468
2026/08/02@01:06:41,27994,28.596934
2026/08/02@01:06:42,27995,28.584726
2026/08/02@01:06:43,27996,28.596934
2026/08/02@01:06:44,27997,28.555732
2026/08/02@01:06:45,27998,28.569468
2026/08/02@01:06:46,27999,28.569468
2026/08/02@01:06:47,28000,28.584726
2026/08/02@01:06:48,28001,28.596934
2026/08/02@01:06:49,28002,28.584726
2026/08/02@01:06:50,28003,28.569468
2026/08/02@01:06:51,28004,28.542
2026/08/02@01:06:53,28006,28.528266
2026/08/02@01:06:54,28007,28.596934
2026/08/02@01:06:55,28008,28.625926
2026/08/02@01:06:56,28009,28.555732
2026/08/02@01:06:57,28010,28.569468
2026/08/02@01:06:58,28011,28.569468
2026/08/02@01:06:59,28012,28.656442
2026/08/02@01:07:00,28013,28.584726
2026/08/02@01:07:01,28014,28.610666
2026/08/02@01:07:02,28015,28.596934
2026/08/02@01:07:04,28017,28.569468
2026/08/02@01:07:05,28018,28.5526816
2026/08/02@01:07:06,28019,28.596934
2026/08/02@01:07:07,28020,28.612192
2026/08/02@01:07:08,28021,28.584726
2026/08/02@01:07:09,28022,28.584726
2026/08/02@01:07:10,28023,28.59846
2026/08/02@01:07:11,28024,28.615244
2026/08/02@01:07:12,28025,28.584726
2026/08/02@01:07:13,28026,28.596934
2026/08/02@01:07:14,28027,28.610666
2026/08/02@01:07:16,28029,28.596934
2026/08/02@01:07:17,28030,28.584726
2026/08/02@01:07:18,28031,28.628976
2026/08/02@01:07:19,28032,28.584726
2026/08/02@01:07:20,28033,28.569468
2026/08/02@01:07:21,28034,28.625926
2026/08/02@01:07:22,28035,28.596934
2026/08/02@01:07:23,28036,28.596934
2026/08/02@01:07:24,28037,28.584726
2026/08/02@01:07:25,28038,28.569468
2026/08/02@01:07:27,28040,28.625926
2026/08/02@01:07:28,28041,28.584726
2026/08/02@01:07:29,28042,28.612192
2026/08/02@01:07:30,28043,28.570994
2026/08/02@01:07:31,28044,28.587778
2026/08/02@01:07:32,28045,28.656442
2026/08/02@01:07:33,28046,28.596934
2026/08/02@01:07:34,28047,28.615244
2026/08/02@01:07:35,28048,28.584726
2026/08/02@01:07:36,28049,28.628976
2026/08/02@01:07:38,28051,28.596934
2026/08/02@01:07:39,28052,28.596934
2026/08/02@01:07:40,28053,28.610666
2026/08/02@01:07:41,28054,28.625926
2026/08/02@01:07:42,28055,28.612192
2026/08/02@01:07:43,28056,28.610666
2026/08/02@01:07:44,28057,28.610666
2026/08/02@01:07:45,28058,28.596934
2026/08/02@01:07:46,28059,28.596934
2026/08/02@01:07:47,28060,28.596934
2026/08/02@01:07:48,28061,28.584726
2026/08/02@01:07:50,28063,28.596934
2026/08/02@01:07:51,28064,28.596934
2026/08/02@01:07:52,28065,28.584726
2026/08/02@01:07:53,28066,28.596934
2026/08/02@01:07:54,28067,28.625926
2026/08/02@01:07:55,28068,28.593882
2026/08/02@01:07:56,28069,28.596934
2026/08/02@01:07:57,28070,28.64271
2026/08/02@01:07:58,28071,28.625926
2026/08/02@01:07:59,28072,28.596934
2026/08/02@01:08:01,28074,28.628976
2026/08/02@01:08:02,28075,28.625926
2026/08/02@01:08:03,28076,28.596934
2026/08/02@01:08:04,28077,28.5526816
2026/08/02@01:08:05,28078,28.5526816
2026/08/02@01:08:06,28079,28.584726
2026/08/02@01:08:07,28080,28.625926
2026/08/02@01:08:08,28081,28.610666
2026/08/02@01:08:09,28082,28.64271
2026/08/02@01:08:10,28083,28.612192
2026/08/02@01:08:12,28085,28.59846
2026/08/02@01:08:13,28086,28.584726
2026/08/02@01:08:14,28087,28.612192
2026/08/02@01:08:15,28088,28.596934
2026/08/02@01:08:16,28089,28.584726
2026/08/02@01:08:17,28090,28.625926
2026/08/02@01:08:18,28091,28.5832
2026/08/02@01:08:19,28092,28.6244
2026/08/02@01:08:20,28093,28.596934
2026/08/02@01:08:21,28094,28.5832
2026/08/02@01:08:23,28096,28.584726
2026/08/02@01:08:24,28097,28.628976
2026/08/02@01:08:25,28098,28.584726
2026/08/02@01:08:26,28099,28.596934
2026/08/02@01:08:27,28100,28.639658
2026/08/02@01:08:28,28101,28.5832
2026/08/02@01:08:29,28102,28.610666
2026/08/02@01:08:30,28103,28.625926
2026/08/02@01:08:31,28104,28.596934
2026/08/02@01:08:32,28105,28.625926
2026/08/02@01:08:33,28106,28.5832
2026/08/02@01:08:35,28108,28.612192
2026/08/02@01:08:36,28109,28.610666
2026/08/02@01:08:37,28110,28.64271
2026/08/02@01:08:38,28111,28.612192
2026/08/02@01:08:39,28112,28.584726
2026/08/02@01:08:40,28113,28.593882
2026/08/02@01:08:41,28114,28.596934
2026/08/02@01:08:42,28115,28.596934
2026/08/02@01:08:43,28116,28.612192
2026/08/02@01:08:44,28117,28.596934
2026/08/02@01:08:46,28119,28.639658
2026/08/02@01:08:47,28120,28.610666
2026/08/02@01:08:48,28121,28.612192
2026/08/02@01:08:49,28122,28.596934
2026/08/02@01:08:50,28123,28.69917
2026/08/02@01:08:51,28124,28.596934
2026/08/02@01:08:52,28125,28.612192
2026/08/02@01:08:53,28126,28.610666
2026/08/02@01:08:54,28127,28.628976
2026/08/02@01:08:55,28128,28.596934
2026/08/02@01:08:57,28130,28.667124
2026/08/02@01:08:58,28131,28.625926
2026/08/02@01:08:59,28132,28.612192
2026/08/02@01:09:00,28133,28.610666
2026/08/02@01:09:01,28134,28.566416
2026/08/02@01:09:02,28135,28.64271
2026/08/02@01:09:03,28136,28.625926
2026/08/02@01:09:04,28137,28.584726
2026/08/02@01:09:05,28138,28.625926
2026/08/02@01:09:06,28139,28.64271
2026/08/02@01:09:08,28141,28.670176
2026/08/02@01:09:09,28142,28.610666
2026/08/02@01:09:10,28143,28.610666
2026/08/02@01:09:11,28144,28.625926
2026/08/02@01:09:12,28145,28.610666
2026/08/02@01:09:13,28146,28.612192
2026/08/02@01:09:14,28147,28.64271
2026/08/02@01:09:15,28148,28.639658
2026/08/02@01:09:16,28149,28.625926
2026/08/02@01:09:17,28150,28.584726
2026/08/02@01:09:19,28152,28.625926
2026/08/02@01:09:20,28153,28.596934
2026/08/02@01:09:21,28154,28.625926
2026/08/02@01:09:22,28155,28.610666
2026/08/02@01:09:23,28156,28.610666
2026/08/02@01:09:24,28157,28.596934
2026/08/02@01:09:25,28158,28.670176
2026/08/02@01:09:26,28159,28.638132
2026/08/02@01:09:27,28160,28.610666
2026/08/02@01:09:28,28161,28.584726
2026/08/02@01:09:30,28163,28.64271
2026/08/02@01:09:31,28164,28.610666
2026/08/02@01:09:32,28165,28.625926
2026/08/02@01:09:33,28166,28.65339
2026/08/02@01:09:34,28167,28.625926
2026/08/02@01:09:35,28168,28.685434
2026/08/02@01:09:36,28169,28.610666
2026/08/02@01:09:37,28170,28.625926
2026/08/02@01:09:38,28171,28.6518668
2026/08/02@01:09:39,28172,28.667124
2026/08/02@01:09:41,28173,28.610666
2026/08/02@01:09:42,28175,28.6518668
2026/08/02@01:09:43,28176,28.639658
2026/08/02@01:09:44,28177,28.639658
2026/08/02@01:09:45,28178,28.65339
2026/08/02@01:09:46,28179,28.639658
2026/08/02@01:09:47,28180,28.625926
2026/08/02@01:09:48,28181,28.667124
2026/08/02@01:09:49,28182,28.607614
2026/08/02@01:09:50,28183,28.670176
2026/08/02@01:09:51,28184,28.6244
2026/08/02@01:09:53,28186,28.596934
2026/08/02@01:09:54,28187,28.610666
2026/08/02@01:09:55,28188,28.639658
2026/08/02@01:09:56,28189,28.625926
2026/08/02@01:09:57,28190,28.6244
2026/08/02@01:09:58,28191,28.625926
2026/08/02@01:09:59,28192,28.639658
2026/08/02@01:10:00,28193,28.610666
2026/08/02@01:10:01,28194,28.639658
2026/08/02@01:10:02,28195,28.612192
2026/08/02@01:10:04,28197,28.610666
2026/08/02@01:10:05,28198,28.607614
2026/08/02@01:10:06,28199,28.612192
2026/08/02@01:10:07,28200,28.65339
2026/08/02@01:10:08,28201,28.64271
2026/08/02@01:10:09,28202,28.667124
2026/08/02@01:10:10,28203,28.6518668
2026/08/02@01:10:11,28204,28.612192
2026/08/02@01:10:12,28205,28.638132
2026/08/02@01:10:13,28206,28.6244
2026/08/02@01:10:15,28208,28.667124
2026/08/02@01:10:16,28209,28.639658
2026/08/02@01:10:17,28210,28.6518668
2026/08/02@01:10:18,28211,28.639658
2026/08/02@01:10:19,28212,28.667124
2026/08/02@01:10:20,28213,28.6518668
2026/08/02@01:10:21,28214,28.6244
2026/08/02@01:10:22,28215,28.667124
2026/08/02@01:10:23,28216,28.6518668
2026/08/02@01:10:24,28217,28.6518668
2026/08/02@01:10:26,28219,28.6244
2026/08/02@01:10:27,28220,28.625926
2026/08/02@01:10:28,28221,28.625926
2026/08/02@01:10:29,28222,28.6244
2026/08/02@01:10:30,28223,28.670176
2026/08/02@01:10:31,28224,28.6244
2026/08/02@01:10:32,28225,28.639658
2026/08/02@01:10:33,28226,28.667124
2026/08/02@01:10:34,28227,28.6244
2026/08/02@01:10:35,28228,28.638132
2026/08/02@01:10:36,28229,28.6244
2026/08/02@01:10:38,28231,28.638132
2026/08/02@01:10:39,28232,28.639658
2026/08/02@01:10:40,28233,28.683908
2026/08/02@01:10:41,28234,28.610666
2026/08/02@01:10:42,28235,28.6518668
2026/08/02@01:10:43,28236,28.625926
2026/08/02@01:10:44,28237,28.610666
2026/08/02@01:10:45,28238,28.596934
2026/08/02@01:10:46,28239,28.638132
2026/08/02@01:10:47,28240,28.6518668
2026/08/02@01:10:49,28242,28.639658
2026/08/02@01:10:50,28243,28.6518668
2026/08/02@01:10:51,28244,28.610666
2026/08/02@01:10:52,28245,28.610666
2026/08/02@01:10:53,28246,28.6518668
2026/08/02@01:10:54,28247,28.6518668
2026/08/02@01:10:55,28248,28.6518668
2026/08/02@01:10:56,28249,28.625926
2026/08/02@01:10:57,28250,28.667124
2026/08/02@01:10:58,28251,28.593882
2026/08/02@01:11:00,28253,28.639658
2026/08/02@01:11:01,28254,28.607614
2026/08/02@01:11:02,28255,28.65339
2026/08/02@01:11:03,28256,28.621348
2026/08/02@01:11:04,28257,28.6518668
2026/08/02@01:11:05,28258,28.639658
2026/08/02@01:11:06,28259,28.593882
2026/08/02@01:11:07,28260,28.65339
2026/08/02@01:11:08,28261,28.6518668
2026/08/02@01:11:09,28262,28.6518668
2026/08/02@01:11:11,28264,28.667124
2026/08/02@01:11:12,28265,28.610666
2026/08/02@01:11:13,28266,28.6244
2026/08/02@01:11:14,28267,28.638132
2026/08/02@01:11:15,28268,28.6244
2026/08/02@01:11:16,28269,28.65339
2026/08/02@01:11:17,28270,28.607614
2026/08/02@01:11:18,28271,28.665598
2026/08/02@01:11:19,28272,28.639658
2026/08/02@01:11:20,28273,28.593882
2026/08/02@01:11:22,28275,28.667124
2026/08/02@01:11:23,28276,28.683908
2026/08/02@01:11:24,28277,28.667124
2026/08/02@01:11:25,28278,28.638132
2026/08/02@01:11:26,28279,28.667124
2026/08/02@01:11:27,28280,28.694592
2026/08/02@01:11:28,28281,28.607614
2026/08/02@01:11:29,28282,28.610666
2026/08/02@01:11:30,28283,28.593882
2026/08/02@01:11:31,28284,28.639658
2026/08/02@01:11:32,28285,28.667124
2026/08/02@01:11:34,28287,28.639658
2026/08/02@01:11:35,28288,28.6518668
2026/08/02@01:11:36,28289,28.694592
2026/08/02@01:11:37,28290,28.667124
2026/08/02@01:11:38,28291,28.6518668
2026/08/02@01:11:39,28292,28.694592
2026/08/02@01:11:40,28293,28.6518668
2026/08/02@01:11:41,28294,28.6518668
2026/08/02@01:11:42,28295,28.607614
2026/08/02@01:11:44,28297,28.697644
2026/08/02@01:11:45,28298,28.694592
2026/08/02@01:11:46,28299,28.667124
2026/08/02@01:11:47,28300,28.667124
2026/08/02@01:11:48,28301,28.683908
2026/08/02@01:11:49,28302,28.6518668
2026/08/02@01:11:50,28303,28.6518668
2026/08/02@01:11:51,28304,28.638132
2026/08/02@01:11:52,28305,28.680856
2026/08/02@01:11:53,28306,28.639658
2026/08/02@01:11:55,28308,28.638132
2026/08/02@01:11:56,28309,28.667124
2026/08/02@01:11:57,28310,28.667124
2026/08/02@01:11:58,28311,28.65339
2026/08/02@01:11:59,28312,28.638132
2026/08/02@01:12:00,28313,28.694592
2026/08/02@01:12:01,28314,28.665598
2026/08/02@01:12:02,28315,28.667124
2026/08/02@01:12:03,28316,28.667124
2026/08/02@01:12:04,28317,28.667124
2026/08/02@01:12:05,28318,28.6518668
2026/08/02@01:12:07,28320,28.639658
2026/08/02@01:12:08,28321,28.6518668
2026/08/02@01:12:09,28322,28.683908
2026/08/02@01:12:10,28323,28.6518668
2026/08/02@01:12:11,28324,28.6518668
2026/08/02@01:12:12,28325,28.667124
2026/08/02@01:12:13,28326,28.638132
2026/08/02@01:12:14,28327,28.667124
2026/08/02@01:12:15,28328,28.680856
2026/08/02@01:12:16,28329,28.6518668
2026/08/02@01:12:18,28331,28.667124
2026/08/02@01:12:19,28332,28.683908
2026/08/02@01:12:20,28333,28.667124
2026/08/02@01:12:21,28334,28.6518668
2026/08/02@01:12:22,28335,28.638132
2026/08/02@01:12:23,28336,28.667124
2026/08/02@01:12:24,28337,28.6518668
2026/08/02@01:12:25,28338,28.667124
2026/08/02@01:12:26,28339,28.621348
2026/08/02@01:12:27,28340,28.680856
2026/08/02@01:12:29,28342,28.680856
2026/08/02@01:12:30,28343,28.667124
2026/08/02@01:12:31,28344,28.6244
2026/08/02@01:12:32,28345,28.693066
2026/08/02@01:12:33,28346,28.680856
2026/08/02@01:12:34,28347,28.6518668
2026/08/02@01:12:35,28348,28.680856
2026/08/02@01:12:36,28349,28.6518668
2026/08/02@01:12:37,28350,28.680856
2026/08/02@01:12:38,28351,28.680856
2026/08/02@01:12:40,28353,28.648814
2026/08/02@01:12:41,28354,28.693066
2026/08/02@01:12:42,28355,28.694592
2026/08/02@01:12:43,28356,28.638132
2026/08/02@01:12:44,28357,28.667124
2026/08/02@01:12:45,28358,28.693066
2026/08/02@01:12:46,28359,28.694592
2026/08/02@01:12:47,28360,28.693066
2026/08/02@01:12:48,28361,28.680856
2026/08/02@01:12:49,28362,28.667124
2026/08/02@01:12:51,28364,28.667124
2026/08/02@01:12:52,28365,28.665598
2026/08/02@01:12:53,28366,28.6518668
2026/08/02@01:12:54,28367,28.680856
2026/08/02@01:12:55,28368,28.711376
2026/08/02@01:12:56,28369,28.711376
2026/08/02@01:12:57,28370,28.708324
2026/08/02@01:12:58,28371,28.680856
2026/08/02@01:12:59,28372,28.683908
2026/08/02@01:13:00,28373,28.639658
2026/08/02@01:13:02,28375,28.694592
2026/08/02@01:13:03,28376,28.683908
2026/08/02@01:13:04,28377,28.665598
2026/08/02@01:13:05,28378,28.665598
2026/08/02@01:13:06,28379,28.708324
2026/08/02@01:13:07,28380,28.621348
2026/08/02@01:13:08,28381,28.667124
2026/08/02@01:13:09,28382,28.693066
2026/08/02@01:13:10,28383,28.711376
2026/08/02@01:13:11,28384,28.621348
2026/08/02@01:13:13,28385,28.680856
2026/08/02@01:13:14,28387,28.667124
2026/08/02@01:13:15,28388,28.680856
2026/08/02@01:13:16,28389,28.680856
2026/08/02@01:13:17,28390,28.667124
2026/08/02@01:13:18,28391,28.738842
2026/08/02@01:13:19,28392,28.694592
2026/08/02@01:13:20,28393,28.665598
2026/08/02@01:13:21,28394,28.621348
2026/08/02@01:13:22,28395,28.6518668
2026/08/02@01:13:23,28396,28.694592
2026/08/02@01:13:25,28398,28.680856
2026/08/02@01:13:26,28399,28.708324
2026/08/02@01:13:27,28400,28.6518668
2026/08/02@01:13:28,28401,28.72511
2026/08/02@01:13:29,28402,28.706798
2026/08/02@01:13:30,28403,28.693066
2026/08/02@01:13:31,28404,28.680856
2026/08/02@01:13:32,28405,28.694592
2026/08/02@01:13:33,28406,28.680856
2026/08/02@01:13:34,28407,28.680856
2026/08/02@01:13:36,28409,28.680856
2026/08/02@01:13:37,28410,28.683908
2026/08/02@01:13:38,28411,28.693066
2026/08/02@01:13:39,28412,28.738842
2026/08/02@01:13:40,28413,28.693066
2026/08/02@01:13:41,28414,28.67933
2026/08/02@01:13:42,28415,28.693066
2026/08/02@01:13:43,28416,28.662546
2026/08/02@01:13:44,28417,28.694592
2026/08/02@01:13:45,28418,28.708324
2026/08/02@01:13:47,28420,28.693066
2026/08/02@01:13:48,28421,28.708324
2026/08/02@01:13:49,28422,28.693066
2026/08/02@01:13:50,28423,28.667124
2026/08/02@01:13:51,28424,28.722058
2026/08/02@01:13:52,28425,28.706798
2026/08/02@01:13:53,28426,28.665598
2026/08/02@01:13:54,28427,28.693066
2026/08/02@01:13:55,28428,28.665598
2026/08/02@01:13:56,28429,28.694592
2026/08/02@01:13:58,28430,28.706798
2026/08/02@01:13:59,28432,28.694592
2026/08/02@01:14:00,28433,28.665598
2026/08/02@01:14:01,28434,28.667124
2026/08/02@01:14:02,28435,28.693066
2026/08/02@01:14:03,28436,28.693066
2026/08/02@01:14:04,28437,28.738842
2026/08/02@01:14:05,28438,28.72511
2026/08/02@01:14:06,28439,28.72511
2026/08/02@01:14:07,28440,28.706798
2026/08/02@01:14:08,28441,28.665598
2026/08/02@01:14:10,28443,28.72511
2026/08/02@01:14:11,28444,28.694592
2026/08/02@01:14:12,28445,28.6518668
2026/08/02@01:14:13,28446,28.662546
2026/08/02@01:14:14,28447,28.67933
2026/08/02@01:14:15,28448,28.693066
2026/08/02@01:14:16,28449,28.706798
2026/08/02@01:14:17,28450,28.693066
2026/08/02@01:14:18,28451,28.693066
2026/08/02@01:14:19,28452,28.740368
2026/08/02@01:14:21,28454,28.72511
2026/08/02@01:14:22,28455,28.708324
2026/08/02@01:14:23,28456,28.665598
2026/08/02@01:14:24,28457,28.680856
2026/08/02@01:14:25,28458,28.73579
2026/08/02@01:14:26,28459,28.694592
2026/08/02@01:14:27,28460,28.693066
2026/08/02@01:14:28,28461,28.665598
2026/08/02@01:14:29,28462,28.690014
2026/08/02@01:14:30,28463,28.648814
2026/08/02@01:14:32,28465,28.690014
2026/08/02@01:14:33,28466,28.738842
2026/08/02@01:14:34,28467,28.665598
2026/08/02@01:14:35,28468,28.648814
2026/08/02@01:14:36,28469,28.708324
2026/08/02@01:14:37,28470,28.694592
2026/08/02@01:14:38,28471,28.693066
2026/08/02@01:14:39,28472,28.67933
2026/08/02@01:14:40,28473,28.693066
2026/08/02@01:14:41,28474,28.722058
2026/08/02@01:14:43,28476,28.72511
2026/08/02@01:14:44,28477,28.680856
2026/08/02@01:14:45,28478,28.72511
2026/08/02@01:14:46,28479,28.665598
2026/08/02@01:14:47,28480,28.693066
2026/08/02@01:14:48,28481,28.711376
2026/08/02@01:14:49,28482,28.749524
2026/08/02@01:14:50,28483,28.693066
2026/08/02@01:14:51,28484,28.665598
2026/08/02@01:14:52,28485,28.6518668
2026/08/02@01:14:54,28487,28.67933
2026/08/02@01:14:55,28488,28.708324
2026/08/02@01:14:56,28489,28.706798
2026/08/02@01:14:57,28490,28.72511
2026/08/02@01:14:58,28491,28.708324
2026/08/02@01:14:59,28492,28.708324
2026/08/02@01:15:00,28493,28.72511
2026/08/02@01:15:01,28494,28.708324
2026/08/02@01:15:02,28495,28.708324
2026/08/02@01:15:03,28496,28.706798
2026/08/02@01:15:04,28497,28.722058
2026/08/02@01:15:06,28498,28.72511
2026/08/02@01:15:07,28500,28.693066
2026/08/02@01:15:08,28501,28.665598
2026/08/02@01:15:09,28502,28.67933
2026/08/02@01:15:10,28503,28.749524
2026/08/02@01:15:11,28504,28.67933
2026/08/02@01:15:12,28505,28.690014
2026/08/02@01:15:13,28506,28.693066
2026/08/02@01:15:14,28507,28.722058
2026/08/02@01:15:15,28508,28.67933
2026/08/02@01:15:16,28509,28.693066
2026/08/02@01:15:18,28511,28.706798
2026/08/02@01:15:19,28512,28.680856
2026/08/02@01:15:20,28513,28.706798
2026/08/02@01:15:21,28514,28.67933
2026/08/02@01:15:22,28515,28.766308
2026/08/02@01:15:23,28516,28.752574
2026/08/02@01:15:24,28517,28.752574
2026/08/02@01:15:25,28518,28.693066
2026/08/02@01:15:26,28519,28.708324
2026/08/02@01:15:27,28520,28.708324
2026/08/02@01:15:29,28522,28.708324
2026/08/02@01:15:30,28523,28.680856
2026/08/02@01:15:31,28524,28.73579
2026/08/02@01:15:32,28525,28.706798
2026/08/02@01:15:33,28526,28.694592
2026/08/02@01:15:34,28527,28.722058
2026/08/02@01:15:35,28528,28.738842
2026/08/02@01:15:36,28529,28.693066
2026/08/02@01:15:37,28530,28.72511
2026/08/02@01:15:38,28531,28.72511
2026/08/02@01:15:40,28533,28.738842
2026/08/02@01:15:41,28534,28.722058
2026/08/02@01:15:42,28535,28.749524
2026/08/02@01:15:43,28536,28.738842
2026/08/02@01:15:44,28537,28.722058
2026/08/02@01:15:45,28538,28.766308
2026/08/02@01:15:46,28539,28.722058
2026/08/02@01:15:47,28540,28.690014
2026/08/02@01:15:48,28541,28.693066
2026/08/02@01:15:49,28542,28.706798
2026/08/02@01:15:51,28544,28.738842
2026/08/02@01:15:52,28545,28.722058
2026/08/02@01:15:53,28546,28.693066
2026/08/02@01:15:54,28547,28.67933
2026/08/02@01:15:55,28548,28.722058
2026/08/02@01:15:56,28549,28.67933
2026/08/02@01:15:57,28550,28.738842
2026/08/02@01:15:58,28551,28.722058
2026/08/02@01:15:59,28552,28.690014
2026/08/02@01:16:00,28553,28.73579
2026/08/02@01:16:02,28555,28.722058
2026/08/02@01:16:03,28556,28.706798
2026/08/02@01:16:04,28557,28.766308
2026/08/02@01:16:05,28558,28.706798
2026/08/02@01:16:06,28559,28.749524
2026/08/02@01:16:07,28560,28.690014
2026/08/02@01:16:08,28561,28.749524
2026/08/02@01:16:09,28562,28.722058
2026/08/02@01:16:10,28563,28.722058
2026/08/02@01:16:11,28564,28.706798
2026/08/02@01:16:13,28566,28.738842
2026/08/02@01:16:14,28567,28.722058
2026/08/02@01:16:15,28568,28.690014
2026/08/02@01:16:16,28569,28.763256
2026/08/02@01:16:17,28570,28.722058
2026/08/02@01:16:18,28571,28.706798
2026/08/02@01:16:19,28572,28.763256
2026/08/02@01:16:20,28573,28.706798
2026/08/02@01:16:21,28574,28.738842
2026/08/02@01:16:22,28575,28.78004
2026/08/02@01:16:23,28576,28.693066
2026/08/02@01:16:25,28578,28.738842
2026/08/02@01:16:26,28579,28.722058
2026/08/02@01:16:27,28580,28.738842
2026/08/02@01:16:28,28581,28.722058
2026/08/02@01:16:29,28582,28.73579
2026/08/02@01:16:30,28583,28.720532
2026/08/02@01:16:31,28584,28.738842
2026/08/02@01:16:32,28585,28.722058
2026/08/02@01:16:33,28586,28.690014
2026/08/02@01:16:34,28587,28.706798
2026/08/02@01:16:36,28589,28.73579
2026/08/02@01:16:37,28590,28.763256
2026/08/02@01:16:38,28591,28.706798
2026/08/02@01:16:39,28592,28.67933
2026/08/02@01:16:40,28593,28.706798
2026/08/02@01:16:41,28594,28.706798
2026/08/02@01:16:42,28595,28.763256
2026/08/02@01:16:43,28596,28.690014
2026/08/02@01:16:44,28597,28.706798
2026/08/02@01:16:45,28598,28.752574
2026/08/02@01:16:47,28600,28.722058
2026/08/02@01:16:48,28601,28.722058
2026/08/02@01:16:49,28602,28.706798
2026/08/02@01:16:50,28603,28.73579
2026/08/02@01:16:51,28604,28.763256
2026/08/02@01:16:52,28605,28.763256
2026/08/02@01:16:53,28606,28.722058
2026/08/02@01:16:54,28607,28.766308
2026/08/02@01:16:55,28608,28.706798
2026/08/02@01:16:56,28609,28.749524
2026/08/02@01:16:58,28611,28.722058
2026/08/02@01:16:59,28612,28.73579
2026/08/02@01:17:00,28613,28.67933
2026/08/02@01:17:01,28614,28.706798
2026/08/02@01:17:02,28615,28.78004
2026/08/02@01:17:03,28616,28.747998
2026/08/02@01:17:04,28617,28.766308
2026/08/02@01:17:05,28618,28.720532
2026/08/02@01:17:06,28619,28.78004
2026/08/02@01:17:07,28620,28.720532
2026/08/02@01:17:09,28622,28.763256
2026/08/02@01:17:10,28623,28.763256
2026/08/02@01:17:11,28624,28.763256
2026/08/02@01:17:12,28625,28.73579
2026/08/02@01:17:13,28626,28.722058
2026/08/02@01:17:14,28627,28.690014
2026/08/02@01:17:15,28628,28.690014
2026/08/02@01:17:16,28629,28.78004
2026/08/02@01:17:17,28630,28.73579
2026/08/02@01:17:18,28631,28.749524
2026/08/02@01:17:20,28632,28.690014
2026/08/02@01:17:21,28634,28.690014
2026/08/02@01:17:22,28635,28.766308
2026/08/02@01:17:23,28636,28.706798
2026/08/02@01:17:24,28637,28.720532
2026/08/02@01:17:25,28638,28.747998
2026/08/02@01:17:26,28639,28.722058
2026/08/02@01:17:27,28640,28.738842
2026/08/02@01:17:28,28641,28.763256
2026/08/02@01:17:29,28642,28.738842
2026/08/02@01:17:30,28643,28.73579
2026/08/02@01:17:32,28645,28.73579
2026/08/02@01:17:33,28646,28.690014
2026/08/02@01:17:34,28647,28.749524
2026/08/02@01:17:35,28648,28.73579
2026/08/02@01:17:36,28649,28.749524
2026/08/02@01:17:37,28650,28.73579
2026/08/02@01:17:38,28651,28.763256
2026/08/02@01:17:39,28652,28.67628
2026/08/02@01:17:40,28653,28.690014
2026/08/02@01:17:41,28654,28.706798
2026/08/02@01:17:43,28656,28.738842
2026/08/02@01:17:44,28657,28.693066
2026/08/02@01:17:45,28658,28.706798
2026/08/02@01:17:46,28659,28.73579
2026/08/02@01:17:47,28660,28.73579
2026/08/02@01:17:48,28661,28.722058
2026/08/02@01:17:49,28662,28.749524
2026/08/02@01:17:50,28663,28.706798
2026/08/02@01:17:51,28664,28.720532
2026/08/02@01:17:52,28665,28.73579
2026/08/02@01:17:54,28667,28.7769884
2026/08/02@01:17:55,28668,28.706798
2026/08/02@01:17:56,28669,28.73579
2026/08/02@01:17:57,28670,28.763256
2026/08/02@01:17:58,28671,28.747998
2026/08/02@01:17:59,28672,28.690014
2026/08/02@01:18:00,28673,28.73579
2026/08/02@01:18:01,28674,28.747998
2026/08/02@01:18:02,28675,28.747998
2026/08/02@01:18:03,28676,28.749524
2026/08/02@01:18:05,28678,28.722058
2026/08/02@01:18:06,28679,28.706798
2026/08/02@01:18:07,28680,28.706798
