datetime,elapsed_s,uvindex,Elevation_m
2026/08/01@14:52:47,2468,0.50652176,29062.0
2026/08/01@14:52:48,2469,0.46086956,29064.90322580645
2026/08/01@14:52:49,2470,0.440434784,29067.8064516129
2026/08/01@14:52:50,2471,0.44391304,29070.709677419356
2026/08/01@14:52:51,2472,0.43869564,29073.612903225807
2026/08/01@14:52:52,2473,0.5408696,29076.516129032258
2026/08/01@14:52:53,2474,0.5869565,29079.41935483871
2026/08/01@14:52:55,2476,0.54,29085.225806451614
2026/08/01@14:52:56,2477,0.40565216,29088.129032258064
2026/08/01@14:52:57,2478,0.38956524,29091.032258064515
2026/08/01@14:52:58,2479,0.41652172,29093.935483870966
2026/08/01@14:52:59,2480,0.39043476,29096.83870967742
2026/08/01@14:53:00,2481,0.338260868,29099.74193548387
2026/08/01@14:53:01,2482,0.30130434,29102.645161290322
2026/08/01@14:53:02,2483,0.11956522,29105.548387096773
2026/08/01@14:53:03,2484,0.24347826,29108.451612903227
2026/08/01@14:53:04,2485,0.31478262,29111.354838709678
2026/08/01@14:53:05,2486,0.3569565,29114.25806451613
2026/08/01@14:53:06,2487,0.5404348,29117.16129032258
2026/08/01@14:53:08,2489,0.4147826,29122.967741935485
2026/08/01@14:53:09,2490,0.406521736,29125.870967741936
2026/08/01@14:53:10,2491,0.3795652,29128.774193548386
2026/08/01@14:53:11,2492,0.30130434,29131.677419354837
2026/08/01@14:53:12,2493,0.2969565,29134.58064516129
2026/08/01@14:53:13,2494,0.32826088,29137.483870967742
2026/08/01@14:53:14,2495,0.29086956,29140.387096774193
2026/08/01@14:53:15,2496,0.2378261,29143.290322580644
2026/08/01@14:53:16,2497,0.2552174,29146.1935483871
2026/08/01@14:53:17,2498,0.2973913,29149.09677419355
2026/08/01@14:53:18,2499,0.2878261,29152.0
2026/08/01@14:53:19,2500,0.30956522,29154.612903225807
2026/08/01@14:53:21,2502,0.27304348,29159.83870967742
2026/08/01@14:53:22,2503,0.118695656,29162.451612903227
2026/08/01@14:53:23,2504,0.080434784,29165.064516129034
2026/08/01@14:53:24,2505,0.12565218,29167.677419354837
2026/08/01@14:53:25,2506,0.21391304,29170.290322580644
2026/08/01@14:53:26,2507,0.30043476,29172.90322580645
2026/08/01@14:53:27,2508,0.3421739,29175.516129032258
2026/08/01@14:53:28,2509,0.25478262,29178.129032258064
2026/08/01@14:53:29,2510,0.22652174,29180.74193548387
2026/08/01@14:53:30,2511,0.3226087,29183.354838709678
2026/08/01@14:53:31,2512,0.08434783,29185.967741935485
2026/08/01@14:53:32,2513,0.208695652,29188.58064516129
2026/08/01@14:53:34,2515,0.19347826,29193.8064516129
2026/08/01@14:53:35,2516,0.24173912,29196.41935483871
2026/08/01@14:53:36,2517,0.35913044,29199.032258064515
2026/08/01@14:53:37,2518,0.346521732,29201.645161290322
2026/08/01@14:53:38,2519,0.4421739,29204.25806451613
2026/08/01@14:53:39,2520,0.38913044,29206.870967741936
2026/08/01@14:53:40,2521,0.36869564,29209.483870967742
2026/08/01@14:53:41,2522,0.34826088,29212.09677419355
2026/08/01@14:53:42,2523,0.20956522,29214.709677419356
2026/08/01@14:53:43,2524,0.13391304,29217.322580645163
2026/08/01@14:53:44,2525,0.25,29219.935483870966
2026/08/01@14:53:45,2526,0.2926087,29222.548387096773
2026/08/01@14:53:47,2527,0.4095652,29227.774193548386
2026/08/01@14:53:48,2529,0.4926087,29230.387096774193
2026/08/01@14:53:49,2530,0.32782608,29233.0
2026/08/01@14:53:50,2531,0.380434784,29235.666666666668
2026/08/01@14:53:51,2532,0.43304348,29238.333333333332
2026/08/01@14:53:52,2533,0.32956524,29241.0
2026/08/01@14:53:53,2534,0.55391308,29243.666666666668
2026/08/01@14:53:54,2535,0.4456522,29246.333333333332
2026/08/01@14:53:55,2536,0.409130432,29249.0
2026/08/01@14:53:56,2537,0.34304348,29251.666666666668
2026/08/01@14:53:57,2538,0.19,29254.333333333332
2026/08/01@14:53:58,2539,0.08434783,29257.0
2026/08/01@14:54:00,2540,0.32347824,29262.333333333332
2026/08/01@14:54:01,2542,0.3573913,29265.0
2026/08/01@14:54:02,2543,0.46434784,29267.666666666668
2026/08/01@14:54:03,2544,0.375217368,29270.333333333332
2026/08/01@14:54:04,2545,0.3021739,29273.0
2026/08/01@14:54:05,2546,0.12869565,29275.666666666668
2026/08/01@14:54:06,2547,0.29608696,29278.333333333332
2026/08/01@14:54:07,2548,0.42652176,29281.0
2026/08/01@14:54:08,2549,0.42347828,29283.666666666668
2026/08/01@14:54:09,2550,0.398260868,29286.333333333332
2026/08/01@14:54:10,2551,0.26913044,29289.0
2026/08/01@14:54:11,2552,0.11173913,29291.666666666668
2026/08/01@14:54:13,2553,0.31086956,29297.0
2026/08/01@14:54:14,2555,0.37869568,29299.666666666668
2026/08/01@14:54:15,2556,0.35913044,29302.333333333332
2026/08/01@14:54:16,2557,0.33130434,29305.0
2026/08/01@14:54:17,2558,0.338260868,29307.666666666668
2026/08/01@14:54:18,2559,0.3026087,29310.333333333332
2026/08/01@14:54:19,2560,0.38913044,29313.0
2026/08/01@14:54:20,2561,0.3495652,29315.387096774193
2026/08/01@14:54:21,2562,0.36173912,29317.774193548386
2026/08/01@14:54:22,2563,0.23826086,29320.16129032258
2026/08/01@14:54:23,2564,0.17826086,29322.548387096773
2026/08/01@14:54:24,2565,0.18913044,29324.935483870966
2026/08/01@14:54:25,2566,0.18652174,29327.322580645163
2026/08/01@14:54:27,2568,0.400869568,29332.09677419355
2026/08/01@14:54:28,2569,0.53652176,29334.483870967742
2026/08/01@14:54:29,2570,0.40608696,29336.870967741936
2026/08/01@14:54:30,2571,0.3573913,29339.25806451613
2026/08/01@14:54:31,2572,0.31652172,29341.645161290322
2026/08/01@14:54:32,2573,0.32130436,29344.032258064515
2026/08/01@14:54:33,2574,0.409130432,29346.41935483871
2026/08/01@14:54:34,2575,0.400869568,29348.8064516129
2026/08/01@14:54:35,2576,0.44652172,29351.1935483871
2026/08/01@14:54:36,2577,0.37608696,29353.58064516129
2026/08/01@14:54:37,2578,0.411739136,29355.967741935485
2026/08/01@14:54:38,2579,0.368260868,29358.354838709678
2026/08/01@14:54:40,2581,0.53217392,29363.129032258064
2026/08/01@14:54:41,2582,0.47695652,29365.516129032258
2026/08/01@14:54:42,2583,0.4395652,29367.90322580645
2026/08/01@14:54:43,2584,0.36043476,29370.290322580644
2026/08/01@14:54:44,2585,0.30304348,29372.677419354837
2026/08/01@14:54:45,2586,0.14434783,29375.064516129034
2026/08/01@14:54:46,2587,0.35826088,29377.451612903227
2026/08/01@14:54:47,2588,0.458260868,29379.83870967742
2026/08/01@14:54:48,2589,0.3973913,29382.225806451614
2026/08/01@14:54:49,2590,0.34173912,29384.612903225807
2026/08/01@14:54:50,2591,0.30130434,29387.0
2026/08/01@14:54:51,2592,0.358695636,29389.433333333334
2026/08/01@14:54:53,2594,0.20956522,29394.3
2026/08/01@14:54:54,2595,0.10521739,29396.733333333334
2026/08/01@14:54:55,2596,0.30391306,29399.166666666668
2026/08/01@14:54:56,2597,0.370869568,29401.6
2026/08/01@14:54:57,2598,0.49565216,29404.033333333333
2026/08/01@14:54:58,2599,0.4226087,29406.466666666667
2026/08/01@14:54:59,2600,0.39608696,29408.9
2026/08/01@14:55:00,2601,0.3352174,29411.333333333332
2026/08/01@14:55:01,2602,0.09739131,29413.766666666666
2026/08/01@14:55:02,2603,0.3043478,29416.2
2026/08/01@14:55:03,2604,0.37434784,29418.633333333335
2026/08/01@14:55:04,2605,0.4421739,29421.066666666666
2026/08/01@14:55:06,2607,0.36,29425.933333333334
2026/08/01@14:55:07,2608,0.3647826,29428.366666666665
2026/08/01@14:55:08,2609,0.370869568,29430.8
2026/08/01@14:55:09,2610,0.496521736,29433.233333333334
2026/08/01@14:55:10,2611,0.5573913,29435.666666666668
2026/08/01@14:55:11,2612,0.4152174,29438.1
2026/08/01@14:55:12,2613,0.41347826,29440.533333333333
2026/08/01@14:55:13,2614,0.5443478,29442.966666666667
2026/08/01@14:55:14,2615,0.31652172,29445.4
2026/08/01@14:55:15,2616,0.31565216,29447.833333333332
2026/08/01@14:55:16,2617,0.30130434,29450.266666666666
2026/08/01@14:55:17,2618,0.07826087,29452.7
2026/08/01@14:55:19,2620,0.107391304,29457.566666666666
2026/08/01@14:55:20,2621,0.208695652,29460.0
2026/08/01@14:55:21,2622,0.17347826,29462.483870967742
2026/08/01@14:55:22,2623,0.17956522,29464.967741935485
2026/08/01@14:55:23,2624,0.3547826,29467.451612903227
2026/08/01@14:55:24,2625,0.343478268,29469.935483870966
2026/08/01@14:55:25,2626,0.406521736,29472.41935483871
2026/08/01@14:55:26,2627,0.440434784,29474.90322580645
2026/08/01@14:55:27,2628,0.45217392,29477.387096774193
2026/08/01@14:55:28,2629,0.34,29479.870967741936
2026/08/01@14:55:29,2630,0.1747826,29482.354838709678
2026/08/01@14:55:30,2631,0.28869566,29484.83870967742
2026/08/01@14:55:32,2633,0.3930435,29489.8064516129
2026/08/01@14:55:33,2634,0.32782608,29492.290322580644
2026/08/01@14:55:34,2635,0.37869568,29494.774193548386
2026/08/01@14:55:35,2636,0.39782608,29497.25806451613
2026/08/01@14:55:36,2637,0.36869564,29499.74193548387
2026/08/01@14:55:37,2638,0.4456522,29502.225806451614
2026/08/01@14:55:38,2639,0.375217368,29504.709677419356
2026/08/01@14:55:39,2640,0.31130436,29507.1935483871
2026/08/01@14:55:40,2641,0.16478262,29509.677419354837
2026/08/01@14:55:41,2642,0.16304348,29512.16129032258
2026/08/01@14:55:42,2643,0.336521736,29514.645161290322
2026/08/01@14:55:43,2644,0.28086956,29517.129032258064
2026/08/01@14:55:45,2646,0.38260868,29522.09677419355
2026/08/01@14:55:46,2647,0.4169565,29524.58064516129
2026/08/01@14:55:47,2648,0.41652172,29527.064516129034
2026/08/01@14:55:48,2649,0.43347828,29529.548387096773
2026/08/01@14:55:49,2650,0.38260868,29532.032258064515
2026/08/01@14:55:50,2651,0.31565216,29534.516129032258
2026/08/01@14:55:51,2652,0.17130434,29537.0
2026/08/01@14:55:52,2653,0.18565216,29539.709677419356
2026/08/01@14:55:53,2654,0.31826088,29542.41935483871
2026/08/01@14:55:54,2655,0.38913044,29545.129032258064
2026/08/01@14:55:55,2656,0.30739132,29547.83870967742
2026/08/01@14:55:56,2657,0.17391304,29550.548387096773
2026/08/01@14:55:58,2659,0.2630435,29555.967741935485
2026/08/01@14:55:59,2660,0.35652172,29558.677419354837
2026/08/01@14:56:00,2661,0.454347816,29561.387096774193
2026/08/01@14:56:01,2662,0.3121739,29564.09677419355
2026/08/01@14:56:02,2663,0.39217392,29566.8064516129
2026/08/01@14:56:03,2664,0.48391304,29569.516129032258
2026/08/01@14:56:04,2665,0.3573913,29572.225806451614
2026/08/01@14:56:05,2666,0.38956524,29574.935483870966
2026/08/01@14:56:06,2667,0.4395652,29577.645161290322
2026/08/01@14:56:07,2668,0.31826088,29580.354838709678
2026/08/01@14:56:08,2669,0.48826088,29583.064516129034
2026/08/01@14:56:09,2670,0.42695652,29585.774193548386
2026/08/01@14:56:11,2672,0.2552174,29591.1935483871
2026/08/01@14:56:12,2673,0.08130435,29593.90322580645
2026/08/01@14:56:13,2674,0.3573913,29596.612903225807
2026/08/01@14:56:14,2675,0.355652184,29599.322580645163
2026/08/01@14:56:15,2676,0.406521736,29602.032258064515
2026/08/01@14:56:16,2677,0.38782608,29604.74193548387
2026/08/01@14:56:17,2678,0.32304348,29607.451612903227
2026/08/01@14:56:18,2679,0.12913044,29610.16129032258
2026/08/01@14:56:19,2680,0.3778261,29612.870967741936
2026/08/01@14:56:20,2681,0.46434784,29615.58064516129
2026/08/01@14:56:21,2682,0.370869568,29618.290322580644
2026/08/01@14:56:22,2683,0.107391304,29621.0
2026/08/01@14:56:24,2685,0.29956524,29626.733333333334
2026/08/01@14:56:25,2686,0.5043478,29629.6
2026/08/01@14:56:26,2687,0.38347824,29632.466666666667
2026/08/01@14:56:27,2688,0.17304348,29635.333333333332
2026/08/01@14:56:28,2689,0.18043478,29638.2
2026/08/01@14:56:29,2690,0.28913044,29641.066666666666
2026/08/01@14:56:30,2691,0.34869568,29643.933333333334
2026/08/01@14:56:31,2692,0.394347816,29646.8
2026/08/01@14:56:32,2693,0.394347816,29649.666666666668
2026/08/01@14:56:33,2694,0.35913044,29652.533333333333
2026/08/01@14:56:34,2695,0.28869566,29655.4
2026/08/01@14:56:35,2696,0.08652174,29658.266666666666
2026/08/01@14:56:37,2697,0.43391304,29664.0
2026/08/01@14:56:38,2699,0.456956536,29666.866666666665
2026/08/01@14:56:39,2700,0.41956524,29669.733333333334
2026/08/01@14:56:40,2701,0.42,29672.6
2026/08/01@14:56:41,2702,0.35391304,29675.466666666667
2026/08/01@14:56:42,2703,0.3273913,29678.333333333332
2026/08/01@14:56:43,2704,0.345217368,29681.2
2026/08/01@14:56:44,2705,0.18695652,29684.066666666666
2026/08/01@14:56:45,2706,0.4026087,29686.933333333334
2026/08/01@14:56:46,2707,0.4395652,29689.8
2026/08/01@14:56:47,2708,0.48391304,29692.666666666668
2026/08/01@14:56:48,2709,0.4226087,29695.533333333333
2026/08/01@14:56:49,2710,0.429565216,29698.4
2026/08/01@14:56:51,2712,0.39217392,29704.133333333335
2026/08/01@14:56:52,2713,0.379130432,29707.0
2026/08/01@14:56:53,2714,0.38956524,29709.8064516129
2026/08/01@14:56:54,2715,0.2652174,29712.612903225807
2026/08/01@14:56:55,2716,0.115652176,29715.41935483871
2026/08/01@14:56:56,2717,0.25695652,29718.225806451614
2026/08/01@14:56:57,2718,0.2526087,29721.032258064515
2026/08/01@14:56:58,2719,0.18869566,29723.83870967742
2026/08/01@14:56:59,2720,0.08217391,29726.645161290322
2026/08/01@14:57:00,2721,0.083478264,29729.451612903227
2026/08/01@14:57:01,2722,0.07521739,29732.25806451613
2026/08/01@14:57:02,2723,0.31913042,29735.064516129034
2026/08/01@14:57:04,2725,0.35217392,29740.677419354837
2026/08/01@14:57:05,2726,0.34391304,29743.483870967742
2026/08/01@14:57:06,2727,0.36652176,29746.290322580644
2026/08/01@14:57:07,2728,0.406521736,29749.09677419355
2026/08/01@14:57:08,2729,0.227826092,29751.90322580645
2026/08/01@14:57:09,2730,0.18913044,29754.709677419356
2026/08/01@14:57:10,2731,0.09304348,29757.516129032258
2026/08/01@14:57:11,2732,0.10521739,29760.322580645163
2026/08/01@14:57:12,2733,0.2173913,29763.129032258064
2026/08/01@14:57:13,2734,0.38782608,29765.935483870966
2026/08/01@14:57:14,2735,0.5330435,29768.74193548387
2026/08/01@14:57:15,2736,0.43695652,29771.548387096773
2026/08/01@14:57:17,2738,0.39913044,29777.16129032258
2026/08/01@14:57:18,2739,0.4021739,29779.967741935485
2026/08/01@14:57:19,2740,0.385652184,29782.774193548386
2026/08/01@14:57:20,2741,0.4073913,29785.58064516129
2026/08/01@14:57:21,2742,0.3926087,29788.387096774193
2026/08/01@14:57:22,2743,0.484347816,29791.1935483871
2026/08/01@14:57:23,2744,0.37173912,29794.0
2026/08/01@14:57:24,2745,0.11608696,29797.1
2026/08/01@14:57:25,2746,0.2595652,29800.2
2026/08/01@14:57:26,2747,0.33782608,29803.3
2026/08/01@14:57:27,2748,0.36913044,29806.4
2026/08/01@14:57:28,2749,0.399565216,29809.5
2026/08/01@14:57:30,2751,0.5147826,29815.7
2026/08/01@14:57:31,2752,0.3930435,29818.8
2026/08/01@14:57:32,2753,0.20086956,29821.9
2026/08/01@14:57:33,2754,0.08434783,29825.0
2026/08/01@14:57:34,2755,0.2273913,29828.1
2026/08/01@14:57:35,2756,0.30304348,29831.2
2026/08/01@14:57:36,2757,0.43391304,29834.3
2026/08/01@14:57:37,2758,0.428260868,29837.4
2026/08/01@14:57:38,2759,0.35913044,29840.5
2026/08/01@14:57:39,2760,0.3773913,29843.6
2026/08/01@14:57:40,2761,0.41434784,29846.7
2026/08/01@14:57:41,2762,0.418695636,29849.8
2026/08/01@14:57:43,2764,0.39043476,29856.0
2026/08/01@14:57:44,2765,0.18304348,29859.1
2026/08/01@14:57:45,2766,0.08782609,29862.2
2026/08/01@14:57:46,2767,0.32782608,29865.3
2026/08/01@14:57:47,2768,0.4347826,29868.4
2026/08/01@14:57:48,2769,0.339565216,29871.5
2026/08/01@14:57:49,2770,0.3626087,29874.6
2026/08/01@14:57:50,2771,0.41347826,29877.7
2026/08/01@14:57:51,2772,0.36695652,29880.8
2026/08/01@14:57:52,2773,0.34,29883.9
2026/08/01@14:57:53,2774,0.13217391,29887.0
2026/08/01@14:57:54,2775,0.2873913,29889.967741935485
2026/08/01@14:57:56,2777,0.32956524,29895.90322580645
2026/08/01@14:57:57,2778,0.33173912,29898.870967741936
2026/08/01@14:57:58,2779,0.23652174,29901.83870967742
2026/08/01@14:57:59,2780,0.07826087,29904.8064516129
2026/08/01@14:58:00,2781,0.043913044,29907.774193548386
2026/08/01@14:58:01,2782,0.2852174,29910.74193548387
2026/08/01@14:58:02,2783,0.24869566,29913.709677419356
2026/08/01@14:58:03,2784,0.10478261,29916.677419354837
2026/08/01@14:58:04,2785,0.09869565,29919.645161290322
2026/08/01@14:58:05,2786,0.232608684,29922.612903225807
2026/08/01@14:58:06,2787,0.394347816,29925.58064516129
2026/08/01@14:58:07,2788,0.458260868,29928.548387096773
2026/08/01@14:58:09,2790,0.4473913,29934.483870967742
2026/08/01@14:58:10,2791,0.406521736,29937.451612903227
2026/08/01@14:58:11,2792,0.35217392,29940.41935483871
2026/08/01@14:58:12,2793,0.3930435,29943.387096774193
2026/08/01@14:58:13,2794,0.39086956,29946.354838709678
2026/08/01@14:58:14,2795,0.480434784,29949.322580645163
2026/08/01@14:58:15,2796,0.42695652,29952.290322580644
2026/08/01@14:58:16,2797,0.40434784,29955.25806451613
2026/08/01@14:58:17,2798,0.31652172,29958.225806451614
2026/08/01@14:58:18,2799,0.339565216,29961.1935483871
2026/08/01@14:58:19,2800,0.19695652,29964.16129032258
2026/08/01@14:58:20,2801,0.15347826,29967.129032258064
2026/08/01@14:58:22,2803,0.32608696,29973.064516129034
2026/08/01@14:58:23,2804,0.4169565,29976.032258064515
2026/08/01@14:58:24,2805,0.44304348,29979.0
2026/08/01@14:58:25,2806,0.391304352,29982.0
2026/08/01@14:58:26,2807,0.2952174,29985.0
2026/08/01@14:58:27,2808,0.07608695,29988.0
2026/08/01@14:58:28,2809,0.16652174,29991.0
2026/08/01@14:58:29,2810,0.2552174,29994.0
2026/08/01@14:58:30,2811,0.29956524,29997.0
2026/08/01@14:58:31,2812,0.368260868,30000.0
2026/08/01@14:58:32,2813,0.47434784,30003.0
2026/08/01@14:58:33,2814,0.39086956,30006.0
2026/08/01@14:58:35,2816,0.404782632,30012.0
2026/08/01@14:58:36,2817,0.36,30015.0
2026/08/01@14:58:37,2818,0.41130436,30018.0
2026/08/01@14:58:38,2819,0.41652172,30021.0
2026/08/01@14:58:39,2820,0.55347824,30024.0
2026/08/01@14:58:40,2821,0.345217368,30027.0
2026/08/01@14:58:41,2822,0.29913044,30030.0
2026/08/01@14:58:42,2823,0.4678261,30033.0
2026/08/01@14:58:43,2824,0.4178261,30036.0
2026/08/01@14:58:44,2825,0.40434784,30039.0
2026/08/01@14:58:45,2826,0.29956524,30042.0
2026/08/01@14:58:46,2827,0.08608696,30045.0
2026/08/01@14:58:48,2829,0.31826088,30051.0
2026/08/01@14:58:49,2830,0.34695652,30054.0
2026/08/01@14:58:50,2831,0.41956524,30057.0
2026/08/01@14:58:51,2832,0.32,30060.0
2026/08/01@14:58:52,2833,0.076956532,30063.0
2026/08/01@14:58:53,2834,0.30739132,30066.0
2026/08/01@14:58:54,2835,0.36173912,30069.0
2026/08/01@14:58:55,2836,0.46434784,30072.0
2026/08/01@14:58:56,2837,0.41304348,30074.933333333334
2026/08/01@14:58:57,2838,0.244782608,30077.866666666665
2026/08/01@14:58:58,2839,0.15652174,30080.8
2026/08/01@14:58:59,2840,0.23565218,30083.733333333334
2026/08/01@14:59:01,2842,0.35826088,30089.6
2026/08/01@14:59:02,2843,0.4926087,30092.533333333333
2026/08/01@14:59:03,2844,0.37869568,30095.466666666667
2026/08/01@14:59:04,2845,0.37869568,30098.4
2026/08/01@14:59:05,2846,0.23086956,30101.333333333332
2026/08/01@14:59:06,2847,0.13130436,30104.266666666666
2026/08/01@14:59:07,2848,0.1852174,30107.2
2026/08/01@14:59:08,2849,0.29608696,30110.133333333335
2026/08/01@14:59:09,2850,0.44130436,30113.066666666666
2026/08/01@14:59:10,2851,0.3126087,30116.0
2026/08/01@14:59:11,2852,0.351739136,30118.933333333334
2026/08/01@14:59:12,2853,0.35130436,30121.866666666665
2026/08/01@14:59:13,2854,0.38347824,30124.8
2026/08/01@14:59:15,2856,0.38130436,30130.666666666668
2026/08/01@14:59:16,2857,0.34391304,30133.6
2026/08/01@14:59:17,2858,0.31913042,30136.533333333333
2026/08/01@14:59:18,2859,0.385652184,30139.466666666667
2026/08/01@14:59:19,2860,0.5178261,30142.4
2026/08/01@14:59:20,2861,0.406521736,30145.333333333332
2026/08/01@14:59:21,2862,0.404782632,30148.266666666666
2026/08/01@14:59:22,2863,0.46695652,30151.2
2026/08/01@14:59:23,2864,0.50173916,30154.133333333335
2026/08/01@14:59:24,2865,0.4452174,30157.066666666666
2026/08/01@14:59:25,2866,0.201739132,30160.0
2026/08/01@14:59:27,2867,0.0269565216,30165.290322580644
2026/08/01@14:59:28,2869,0.3047826,30167.935483870966
2026/08/01@14:59:29,2870,0.4073913,30170.58064516129
2026/08/01@14:59:30,2871,0.41,30173.225806451614
2026/08/01@14:59:31,2872,0.343478268,30175.870967741936
2026/08/01@14:59:32,2873,0.27521738,30178.516129032258
2026/08/01@14:59:33,2874,0.19391304,30181.16129032258
2026/08/01@14:59:34,2875,0.24956522,30183.8064516129
2026/08/01@14:59:35,2876,0.050434784,30186.451612903227
2026/08/01@14:59:36,2877,0.29173914,30189.09677419355
2026/08/01@14:59:37,2878,0.3704348,30191.74193548387
2026/08/01@14:59:38,2879,0.4095652,30194.387096774193
2026/08/01@14:59:39,2880,0.4973913,30197.032258064515
2026/08/01@14:59:41,2882,0.4178261,30202.322580645163
2026/08/01@14:59:42,2883,0.29869564,30204.967741935485
2026/08/01@14:59:43,2884,0.03173913,30207.612903225807
2026/08/01@14:59:44,2885,0.18695652,30210.25806451613
2026/08/01@14:59:45,2886,0.33173912,30212.90322580645
2026/08/01@14:59:46,2887,0.28565216,30215.548387096773
2026/08/01@14:59:47,2888,0.2826087,30218.1935483871
2026/08/01@14:59:48,2889,0.07521739,30220.83870967742
2026/08/01@14:59:49,2890,0.072608696,30223.483870967742
2026/08/01@14:59:50,2891,0.36043476,30226.129032258064
2026/08/01@14:59:51,2892,0.42086956,30228.774193548386
2026/08/01@14:59:52,2893,0.22043478,30231.41935483871
2026/08/01@14:59:54,2895,0.04043478,30236.709677419356
2026/08/01@14:59:55,2896,0.34608696,30239.354838709678
2026/08/01@14:59:56,2897,0.40826088,30242.0
2026/08/01@14:59:57,2898,0.338260868,30244.733333333334
2026/08/01@14:59:58,2899,0.21913044,30247.466666666667
2026/08/01@14:59:59,2900,0.1226087,30250.2
2026/08/01@15:00:00,2901,0.39391304,30252.933333333334
2026/08/01@15:00:01,2902,0.38391304,30255.666666666668
2026/08/01@15:00:02,2903,0.3773913,30258.4
2026/08/01@15:00:03,2904,0.39913044,30261.133333333335
2026/08/01@15:00:04,2905,0.26347824,30263.866666666665
2026/08/01@15:00:05,2906,0.07304348,30266.6
2026/08/01@15:00:07,2908,0.07,30272.066666666666
2026/08/01@15:00:08,2909,0.34826088,30274.8
2026/08/01@15:00:09,2910,0.409130432,30277.533333333333
2026/08/01@15:00:10,2911,0.3043478,30280.266666666666
2026/08/01@15:00:11,2912,0.44695652,30283.0
2026/08/01@15:00:12,2913,0.3647826,30285.733333333334
2026/08/01@15:00:13,2914,0.38260868,30288.466666666667
2026/08/01@15:00:14,2915,0.336521736,30291.2
2026/08/01@15:00:15,2916,0.27521738,30293.933333333334
2026/08/01@15:00:16,2917,0.18173914,30296.666666666668
2026/08/01@15:00:17,2918,0.17217392,30299.4
2026/08/01@15:00:18,2919,0.28695652,30302.133333333335
2026/08/01@15:00:20,2921,0.28608696,30307.6
2026/08/01@15:00:21,2922,0.32086956,30310.333333333332
2026/08/01@15:00:22,2923,0.22478262,30313.066666666666
2026/08/01@15:00:23,2924,0.076956532,30315.8
2026/08/01@15:00:24,2925,0.237391316,30318.533333333333
2026/08/01@15:00:25,2926,0.30130434,30321.266666666666
2026/08/01@15:00:26,2927,0.25478262,30324.0
2026/08/01@15:00:27,2928,0.3195652,30326.548387096773
2026/08/01@15:00:28,2929,0.38782608,30329.09677419355
2026/08/01@15:00:29,2930,0.46608696,30331.645161290322
2026/08/01@15:00:30,2931,0.4695652,30334.1935483871
2026/08/01@15:00:31,2932,0.54391308,30336.74193548387
2026/08/01@15:00:33,2934,0.41130436,30341.83870967742
2026/08/01@15:00:34,2935,0.4847826,30344.387096774193
2026/08/01@15:00:35,2936,0.36913044,30346.935483870966
2026/08/01@15:00:36,2937,0.406521736,30349.483870967742
2026/08/01@15:00:37,2938,0.39608696,30352.032258064515
2026/08/01@15:00:38,2939,0.29869564,30354.58064516129
2026/08/01@15:00:39,2940,0.06826087,30357.129032258064
2026/08/01@15:00:40,2941,0.07652174,30359.677419354837
2026/08/01@15:00:41,2942,0.10478261,30362.225806451614
2026/08/01@15:00:42,2943,0.074347824,30364.774193548386
2026/08/01@15:00:43,2944,0.041304348,30367.322580645163
2026/08/01@15:00:44,2945,0.1173913,30369.870967741936
2026/08/01@15:00:46,2947,0.17217392,30374.967741935485
2026/08/01@15:00:47,2948,0.069565216,30377.516129032258
2026/08/01@15:00:48,2949,0.26652176,30380.064516129034
2026/08/01@15:00:49,2950,0.2878261,30382.612903225807
2026/08/01@15:00:50,2951,0.30956522,30385.16129032258
2026/08/01@15:00:51,2952,0.38434784,30387.709677419356
2026/08/01@15:00:52,2953,0.39652176,30390.25806451613
2026/08/01@15:00:53,2954,0.3869565,30392.8064516129
2026/08/01@15:00:54,2955,0.27347828,30395.354838709678
2026/08/01@15:00:55,2956,0.23956522,30397.90322580645
2026/08/01@15:00:56,2957,0.40434784,30400.451612903227
2026/08/01@15:00:57,2958,0.424347816,30403.0
2026/08/01@15:00:59,2960,0.30869564,30407.967741935485
2026/08/01@15:01:00,2961,0.067826088,30410.451612903227
2026/08/01@15:01:01,2962,0.1747826,30412.935483870966
2026/08/01@15:01:02,2963,0.29782608,30415.41935483871
2026/08/01@15:01:03,2964,0.38260868,30417.90322580645
2026/08/01@15:01:04,2965,0.3421739,30420.387096774193
2026/08/01@15:01:05,2966,0.27173912,30422.870967741936
2026/08/01@15:01:06,2967,0.14304348,30425.354838709678
2026/08/01@15:01:07,2968,0.043913044,30427.83870967742
2026/08/01@15:01:08,2969,0.2578261,30430.322580645163
2026/08/01@15:01:09,2970,0.3126087,30432.8064516129
2026/08/01@15:01:10,2971,0.3852174,30435.290322580644
2026/08/01@15:01:12,2972,0.37608696,30440.25806451613
2026/08/01@15:01:13,2974,0.43695652,30442.74193548387
2026/08/01@15:01:14,2975,0.4026087,30445.225806451614
2026/08/01@15:01:15,2976,0.38391304,30447.709677419356
2026/08/01@15:01:16,2977,0.37,30450.1935483871
2026/08/01@15:01:17,2978,0.26391304,30452.677419354837
2026/08/01@15:01:18,2979,0.3495652,30455.16129032258
2026/08/01@15:01:19,2980,0.2073913,30457.645161290322
2026/08/01@15:01:20,2981,0.28695652,30460.129032258064
2026/08/01@15:01:21,2982,0.27391306,30462.612903225807
2026/08/01@15:01:22,2983,0.343478268,30465.09677419355
2026/08/01@15:01:23,2984,0.34695652,30467.58064516129
