datetime,elapsed_s,gas1
2026/08/01@15:58:27,6409,4.1145
2026/08/01@15:58:28,6410,4.0734376
2026/08/01@15:58:29,6411,3.9230626
2026/08/01@15:58:31,6413,4.1475
2026/08/01@15:58:32,6414,4.1416876
2026/08/01@15:58:33,6415,3.9598126
2026/08/01@15:58:34,6416,4.000313
2026/08/01@15:58:35,6417,3.8505
2026/08/01@15:58:36,6418,3.92212532
2026/08/01@15:58:37,6419,4.1643752
2026/08/01@15:58:38,6420,4.1045628
2026/08/01@15:58:39,6421,3.9532504
2026/08/01@15:58:40,6422,4.03275
2026/08/01@15:58:41,6423,3.5730004
2026/08/01@15:58:42,6424,3.9061876
2026/08/01@15:58:44,6426,3.9406876
2026/08/01@15:58:45,6427,3.8968126
2026/08/01@15:58:46,6428,3.9146252
2026/08/01@15:58:47,6429,3.916688
2026/08/01@15:58:48,6430,3.9075
2026/08/01@15:58:49,6431,3.84675
2026/08/01@15:58:50,6432,4.2264376
2026/08/01@15:58:51,6433,4.098
2026/08/01@15:58:52,6434,4.0983752
2026/08/01@15:58:53,6435,4.239563
2026/08/01@15:58:54,6436,4.0674376
2026/08/01@15:58:55,6437,4.0430628
2026/08/01@15:58:57,6439,3.9043128
2026/08/01@15:58:58,6440,4.192688
2026/08/01@15:58:59,6441,4.1971876
2026/08/01@15:59:00,6442,4.1518124
2026/08/01@15:59:01,6443,4.201688
2026/08/01@15:59:02,6444,4.175438
2026/08/01@15:59:03,6445,4.180688
2026/08/01@15:59:04,6446,4.1915628
2026/08/01@15:59:05,6447,4.173375
2026/08/01@15:59:06,6448,4.2046876
2026/08/01@15:59:07,6449,4.202438
2026/08/01@15:59:08,6450,4.1934376
2026/08/01@15:59:10,6452,4.1814376
2026/08/01@15:59:11,6453,4.1973752
2026/08/01@15:59:12,6454,4.1885624
2026/08/01@15:59:13,6455,4.1780624
2026/08/01@15:59:14,6456,4.1385
2026/08/01@15:59:15,6457,4.126875
2026/08/01@15:59:16,6458,3.9680624
2026/08/01@15:59:17,6459,3.9753752
2026/08/01@15:59:18,6460,2.7875626
2026/08/01@15:59:19,6461,3.9821252
2026/08/01@15:59:20,6462,3.9780002
2026/08/01@15:59:22,6463,3.87262532
2026/08/01@15:59:23,6465,4.12425
2026/08/01@15:59:24,6466,4.086563
2026/08/01@15:59:25,6467,4.0515004
2026/08/01@15:59:26,6468,3.9984376
2026/08/01@15:59:27,6469,4.1062504
2026/08/01@15:59:28,6470,3.8381252
2026/08/01@15:59:29,6471,3.8533124
2026/08/01@15:59:30,6472,3.938625
2026/08/01@15:59:31,6473,4.315313
2026/08/01@15:59:32,6474,4.3081876
2026/08/01@15:59:33,6475,4.181813
2026/08/01@15:59:35,6477,4.008375
2026/08/01@15:59:36,6478,4.014
2026/08/01@15:59:37,6479,3.9528752
2026/08/01@15:59:38,6480,3.921938
2026/08/01@15:59:39,6481,3.7415628
2026/08/01@15:59:40,6482,3.7085628
2026/08/01@15:59:41,6483,3.5161876
2026/08/01@15:59:42,6484,3.36675
2026/08/01@15:59:43,6485,3.37800032
2026/08/01@15:59:44,6486,3.78281236
2026/08/01@15:59:45,6487,4.1253752
2026/08/01@15:59:46,6488,4.1210624
2026/08/01@15:59:48,6490,4.119375
2026/08/01@15:59:49,6491,4.1398124
2026/08/01@15:59:50,6492,4.1529376
2026/08/01@15:59:51,6493,4.1506876
2026/08/01@15:59:52,6494,4.1413124
2026/08/01@15:59:53,6495,4.026
2026/08/01@15:59:54,6496,4.0481252
2026/08/01@15:59:55,6497,4.1043752
2026/08/01@15:59:56,6498,3.9290628
2026/08/01@15:59:57,6499,4.028063
2026/08/01@15:59:58,6500,4.0460624
2026/08/01@15:59:59,6501,4.014188
2026/08/01@16:00:01,6503,3.9001876
2026/08/01@16:00:02,6504,3.991125
2026/08/01@16:00:03,6505,4.0273124
2026/08/01@16:00:04,6506,3.1621878
2026/08/01@16:00:05,6507,3.9988126
2026/08/01@16:00:06,6508,3.962625
2026/08/01@16:00:07,6509,3.8975624
2026/08/01@16:00:08,6510,3.963938
2026/08/01@16:00:09,6511,3.829875
2026/08/01@16:00:10,6512,3.87018784
2026/08/01@16:00:11,6513,3.3838126
2026/08/01@16:00:13,6515,3.766875
2026/08/01@16:00:14,6516,3.7978128
2026/08/01@16:00:15,6517,3.9729376
2026/08/01@16:00:16,6518,3.89475
2026/08/01@16:00:17,6519,3.8518128
2026/08/01@16:00:18,6520,3.6408754
2026/08/01@16:00:19,6521,2.7403126
2026/08/01@16:00:20,6522,4.0734376
2026/08/01@16:00:21,6523,4.07025
2026/08/01@16:00:22,6524,4.0479376
2026/08/01@16:00:23,6525,3.9328128
2026/08/01@16:00:24,6526,3.946875
2026/08/01@16:00:26,6528,3.8405628
2026/08/01@16:00:27,6529,3.8398124
2026/08/01@16:00:28,6530,3.64031268
2026/08/01@16:00:29,6531,3.9406876
2026/08/01@16:00:30,6532,3.90112536
2026/08/01@16:00:31,6533,3.84956268
2026/08/01@16:00:32,6534,3.8079376
2026/08/01@16:00:33,6535,3.86250016
2026/08/01@16:00:34,6536,3.8368128
2026/08/01@16:00:35,6537,3.84318768
2026/08/01@16:00:36,6538,3.81075
2026/08/01@16:00:37,6539,2.7410626
2026/08/01@16:00:39,6541,4.134375
2026/08/01@16:00:40,6542,4.1591252
2026/08/01@16:00:41,6543,4.17075
2026/08/01@16:00:42,6544,4.180125
2026/08/01@16:00:43,6545,4.176
2026/08/01@16:00:44,6546,4.12125
2026/08/01@16:00:45,6547,4.166625
2026/08/01@16:00:46,6548,4.179
2026/08/01@16:00:47,6549,4.16325
2026/08/01@16:00:48,6550,4.1610004
2026/08/01@16:00:49,6551,4.138688
2026/08/01@16:00:50,6552,4.081875
2026/08/01@16:00:52,6554,4.1141252
2026/08/01@16:00:53,6555,4.102875
2026/08/01@16:00:54,6556,4.0792504
2026/08/01@16:00:55,6557,4.086375
2026/08/01@16:00:56,6558,4.1008124
2026/08/01@16:00:57,6559,4.0621876
2026/08/01@16:00:58,6560,4.0481252
2026/08/01@16:00:59,6561,4.0125004
2026/08/01@16:01:00,6562,3.97218784
2026/08/01@16:01:01,6563,3.97256268
2026/08/01@16:01:02,6564,3.98400032
2026/08/01@16:01:04,6565,3.9384376
2026/08/01@16:01:05,6567,4.0464376
2026/08/01@16:01:06,6568,3.98156268
2026/08/01@16:01:07,6569,4.0250624
2026/08/01@16:01:08,6570,3.9459376
2026/08/01@16:01:09,6571,3.9418124
2026/08/01@16:01:10,6572,3.9695628
2026/08/01@16:01:11,6573,3.9476252
2026/08/01@16:01:12,6574,3.902625
2026/08/01@16:01:13,6575,4.0490628
2026/08/01@16:01:14,6576,4.038
2026/08/01@16:01:15,6577,4.0186876
2026/08/01@16:01:17,6579,4.071
2026/08/01@16:01:18,6580,4.045313
2026/08/01@16:01:19,6581,3.97256268
2026/08/01@16:01:20,6582,3.973875
2026/08/01@16:01:21,6583,3.7653752
2026/08/01@16:01:22,6584,4.0198124
2026/08/01@16:01:23,6585,4.0066876
2026/08/01@16:01:24,6586,4.0629376
2026/08/01@16:01:25,6587,4.050375
2026/08/01@16:01:26,6588,4.047188
2026/08/01@16:01:27,6589,4.046625
2026/08/01@16:01:28,6590,4.0051876
2026/08/01@16:01:30,6592,3.9943128
2026/08/01@16:01:31,6593,3.9785628
2026/08/01@16:01:32,6594,4.0177504
2026/08/01@16:01:33,6595,4.023375
2026/08/01@16:01:34,6596,4.0372504
2026/08/01@16:01:35,6597,4.0368752
2026/08/01@16:01:36,6598,4.038563
2026/08/01@16:01:37,6599,4.078313
2026/08/01@16:01:38,6600,2.7425628
2026/08/01@16:01:39,6601,3.8475
2026/08/01@16:01:40,6602,4.1263128
2026/08/01@16:01:41,6603,4.1306252
2026/08/01@16:01:43,6605,4.118063
2026/08/01@16:01:44,6606,4.0978128
2026/08/01@16:01:45,6607,4.0305
2026/08/01@16:01:46,6608,4.0708128
2026/08/01@16:01:47,6609,4.023375
2026/08/01@16:01:48,6610,4.0513124
2026/08/01@16:01:49,6611,4.0486876
2026/08/01@16:01:50,6612,4.045313
2026/08/01@16:01:51,6613,3.9903752
2026/08/01@16:01:52,6614,4.059
2026/08/01@16:01:53,6615,2.7429376
2026/08/01@16:01:54,6616,2.7423752
2026/08/01@16:01:56,6618,3.9335624
2026/08/01@16:01:57,6619,3.901688
2026/08/01@16:01:58,6620,3.9260626
2026/08/01@16:01:59,6621,3.9153752
2026/08/01@16:02:00,6622,3.90881236
2026/08/01@16:02:01,6623,4.283813
2026/08/01@16:02:02,6624,4.2851252
2026/08/01@16:02:03,6625,4.2785624
2026/08/01@16:02:04,6626,4.257938
2026/08/01@16:02:05,6627,4.2106876
2026/08/01@16:02:06,6628,4.1300624
2026/08/01@16:02:08,6630,4.19175
2026/08/01@16:02:09,6631,4.187813
2026/08/01@16:02:10,6632,4.1400004
2026/08/01@16:02:11,6633,4.1450624
2026/08/01@16:02:12,6634,4.1418752
2026/08/01@16:02:13,6635,4.139625
2026/08/01@16:02:14,6636,4.1203128
2026/08/01@16:02:15,6637,4.2073124
2026/08/01@16:02:16,6638,4.1673756
2026/08/01@16:02:17,6639,4.1994376
2026/08/01@16:02:18,6640,4.238625
2026/08/01@16:02:19,6641,4.2195004
2026/08/01@16:02:21,6643,4.2450004
2026/08/01@16:02:22,6644,4.2211876
2026/08/01@16:02:23,6645,4.1831256
2026/08/01@16:02:24,6646,4.2009376
2026/08/01@16:02:25,6647,4.2060004
2026/08/01@16:02:26,6648,4.161375
2026/08/01@16:02:27,6649,4.1692504
2026/08/01@16:02:28,6650,4.1673756
2026/08/01@16:02:29,6651,4.1611876
2026/08/01@16:02:30,6652,4.1469376
2026/08/01@16:02:31,6653,4.097438
2026/08/01@16:02:32,6654,4.073063
2026/08/01@16:02:34,6656,4.1011876
2026/08/01@16:02:35,6657,4.097438
2026/08/01@16:02:36,6658,3.53193784
2026/08/01@16:02:37,6659,4.1263128
2026/08/01@16:02:38,6660,4.1568756
2026/08/01@16:02:39,6661,4.1638124
2026/08/01@16:02:40,6662,4.1595
2026/08/01@16:02:41,6663,4.149375
2026/08/01@16:02:42,6664,4.107938
2026/08/01@16:02:43,6665,4.1373752
2026/08/01@16:02:44,6666,4.129875
2026/08/01@16:02:45,6667,4.1049376
2026/08/01@16:02:47,6669,4.1221876
2026/08/01@16:02:48,6670,3.74925
2026/08/01@16:02:49,6671,3.1224374
2026/08/01@16:02:50,6672,4.0925628
2026/08/01@16:02:51,6673,4.1274376
2026/08/01@16:02:52,6674,2.7405002
2026/08/01@16:02:53,6675,2.7391876
2026/08/01@16:02:54,6676,2.7397502
2026/08/01@16:02:55,6677,4.006875
2026/08/01@16:02:56,6678,4.2015
2026/08/01@16:02:57,6679,3.783
2026/08/01@16:02:58,6680,4.2093752
2026/08/01@16:03:00,6682,3.7963128
2026/08/01@16:03:01,6683,4.24125
2026/08/01@16:03:02,6684,3.8156252
2026/08/01@16:03:03,6685,4.2667504
2026/08/01@16:03:04,6686,4.072875
2026/08/01@16:03:05,6687,4.113938
2026/08/01@16:03:06,6688,4.1025
2026/08/01@16:03:07,6689,4.0981876
2026/08/01@16:03:08,6690,4.0931252
2026/08/01@16:03:09,6691,4.0895624
2026/08/01@16:03:10,6692,4.0807504
2026/08/01@16:03:11,6693,4.0786876
2026/08/01@16:03:13,6695,4.0509376
2026/08/01@16:03:14,6696,4.0695
2026/08/01@16:03:15,6697,4.061625
2026/08/01@16:03:16,6698,4.05975
2026/08/01@16:03:17,6699,4.0785004
2026/08/01@16:03:18,6700,4.067813
2026/08/01@16:03:19,6701,4.062375
2026/08/01@16:03:20,6702,4.03275
2026/08/01@16:03:21,6703,4.038
2026/08/01@16:03:22,6704,4.0576876
2026/08/01@16:03:23,6705,4.0734376
2026/08/01@16:03:25,6706,4.05525
2026/08/01@16:03:26,6708,4.0299376
2026/08/01@16:03:27,6709,4.02975
2026/08/01@16:03:28,6710,4.0171876
2026/08/01@16:03:29,6711,3.97218784
2026/08/01@16:03:30,6712,3.9656252
2026/08/01@16:03:31,6713,3.934875
2026/08/01@16:03:32,6714,3.99825032
2026/08/01@16:03:33,6715,3.9648752
2026/08/01@16:03:34,6716,3.9459376
2026/08/01@16:03:35,6717,4.0044376
2026/08/01@16:03:36,6718,3.998625
2026/08/01@16:03:38,6720,3.960938
2026/08/01@16:03:39,6721,3.869625
2026/08/01@16:03:40,6722,3.983625
2026/08/01@16:03:41,6723,3.95025032
2026/08/01@16:03:42,6724,3.9136876
2026/08/01@16:03:43,6725,3.7717502
2026/08/01@16:03:44,6726,3.9234376
2026/08/01@16:03:45,6727,3.9
2026/08/01@16:03:46,6728,3.85931268
2026/08/01@16:03:47,6729,3.93675
2026/08/01@16:03:48,6730,3.8988752
2026/08/01@16:03:49,6731,3.8180628
2026/08/01@16:03:51,6733,3.8913752
2026/08/01@16:03:52,6734,3.91218784
2026/08/01@16:03:53,6735,3.9133124
2026/08/01@16:03:54,6736,3.92118752
2026/08/01@16:03:55,6737,3.9204376
2026/08/01@16:03:56,6738,3.9187504
2026/08/01@16:03:57,6739,3.9136876
2026/08/01@16:03:58,6740,3.85931268
2026/08/01@16:03:59,6741,4.1776876
2026/08/01@16:04:00,6742,4.160625
2026/08/01@16:04:01,6743,4.0758752
2026/08/01@16:04:02,6744,4.104188
2026/08/01@16:04:04,6746,4.0438128
2026/08/01@16:04:05,6747,4.1257504
2026/08/01@16:04:06,6748,4.170375
2026/08/01@16:04:07,6749,4.0415624
2026/08/01@16:04:08,6750,3.9761252
2026/08/01@16:04:09,6751,4.0318128
2026/08/01@16:04:10,6752,4.0250624
2026/08/01@16:04:11,6753,3.9532504
2026/08/01@16:04:12,6754,3.99975016
2026/08/01@16:04:13,6755,3.999
2026/08/01@16:04:14,6756,4.077
2026/08/01@16:04:16,6757,4.0250624
2026/08/01@16:04:17,6759,4.0312504
2026/08/01@16:04:18,6760,3.9558754
2026/08/01@16:04:19,6761,3.931688
2026/08/01@16:04:20,6762,4.0025624
2026/08/01@16:04:21,6763,4.0070624
2026/08/01@16:04:22,6764,4.002375
2026/08/01@16:04:23,6765,3.9465
2026/08/01@16:04:24,6766,3.96750032
2026/08/01@16:04:25,6767,3.943875
2026/08/01@16:04:26,6768,3.92250016
2026/08/01@16:04:27,6769,3.8486252
2026/08/01@16:04:29,6771,3.8156252
2026/08/01@16:04:30,6772,3.83756268
2026/08/01@16:04:31,6773,3.8619376
2026/08/01@16:04:32,6774,3.9967504
2026/08/01@16:04:33,6775,3.9909376
2026/08/01@16:04:34,6776,3.9418124
2026/08/01@16:04:35,6777,3.97350032
2026/08/01@16:04:36,6778,3.78750032
2026/08/01@16:04:37,6779,4.0655628
2026/08/01@16:04:38,6780,4.1829376
2026/08/01@16:04:39,6781,4.184625
2026/08/01@16:04:40,6782,4.1829376
2026/08/01@16:04:42,6784,4.178625
2026/08/01@16:04:43,6785,4.173938
2026/08/01@16:04:44,6786,4.1677504
2026/08/01@16:04:45,6787,4.145813
2026/08/01@16:04:46,6788,4.1520004
2026/08/01@16:04:47,6789,4.1353124
2026/08/01@16:04:48,6790,4.1280004
2026/08/01@16:04:49,6791,4.122
2026/08/01@16:04:50,6792,4.0837504
2026/08/01@16:04:51,6793,4.075688
2026/08/01@16:04:52,6794,4.0807504
2026/08/01@16:04:53,6795,4.0381876
2026/08/01@16:04:55,6797,3.5497504
2026/08/01@16:04:56,6798,4.137
2026/08/01@16:04:57,6799,4.0168124
2026/08/01@16:04:58,6800,3.9120002
2026/08/01@16:04:59,6801,4.153688
2026/08/01@16:05:00,6802,4.1450624
2026/08/01@16:05:01,6803,4.0001252
2026/08/01@16:05:02,6804,4.1259376
2026/08/01@16:05:03,6805,4.1002504
2026/08/01@16:05:04,6806,4.091625
2026/08/01@16:05:05,6807,4.030125
2026/08/01@16:05:06,6808,4.0374376
2026/08/01@16:05:08,6810,4.0530004
2026/08/01@16:05:09,6811,4.0593752
2026/08/01@16:05:10,6812,4.0893756
2026/08/01@16:05:11,6813,4.065938
2026/08/01@16:05:12,6814,4.0258124
2026/08/01@16:05:13,6815,3.5943752
2026/08/01@16:05:14,6816,4.026
2026/08/01@16:05:15,6817,4.0726876
2026/08/01@16:05:16,6818,3.147375
2026/08/01@16:05:17,6819,4.0430628
2026/08/01@16:05:18,6820,2.989125
2026/08/01@16:05:20,6822,4.0648128
2026/08/01@16:05:21,6823,4.0897504
2026/08/01@16:05:22,6824,4.024313
2026/08/01@16:05:23,6825,4.0815
2026/08/01@16:05:24,6826,4.0878752
2026/08/01@16:05:25,6827,4.054688
2026/08/01@16:05:26,6828,3.98925032
2026/08/01@16:05:27,6829,2.7444376
2026/08/01@16:05:28,6830,3.9768752
2026/08/01@16:05:29,6831,4.034813
2026/08/01@16:05:30,6832,4.09875
2026/08/01@16:05:31,6833,3.6052501
2026/08/01@16:05:33,6835,4.0415624
2026/08/01@16:05:34,6836,4.0126876
2026/08/01@16:05:35,6837,4.0305
2026/08/01@16:05:36,6838,3.9886876
2026/08/01@16:05:37,6839,3.78468768
2026/08/01@16:05:38,6840,4.0025624
2026/08/01@16:05:39,6841,4.02975
2026/08/01@16:05:40,6842,4.055625
2026/08/01@16:05:41,6843,4.0567504
2026/08/01@16:05:42,6844,3.9275628
2026/08/01@16:05:43,6845,2.746875
2026/08/01@16:05:44,6846,4.176375
2026/08/01@16:05:46,6848,4.169438
2026/08/01@16:05:47,6849,4.155375
2026/08/01@16:05:48,6850,4.1265
2026/08/01@16:05:49,6851,4.1551876
2026/08/01@16:05:50,6852,4.1724376
2026/08/01@16:05:51,6853,4.14225
2026/08/01@16:05:52,6854,4.094063
2026/08/01@16:05:53,6855,4.101563
2026/08/01@16:05:54,6856,4.1578124
2026/08/01@16:05:55,6857,4.1062504
2026/08/01@16:05:56,6858,3.8743124
2026/08/01@16:05:57,6859,4.1319376
2026/08/01@16:05:59,6861,3.9465
2026/08/01@16:06:00,6862,3.89587552
2026/08/01@16:06:01,6863,3.8420628
2026/08/01@16:06:02,6864,4.035
2026/08/01@16:06:03,6865,3.7753124
2026/08/01@16:06:04,6866,3.5711252
2026/08/01@16:06:05,6867,4.0565624
2026/08/01@16:06:06,6868,4.0531876
2026/08/01@16:06:07,6869,4.0464376
2026/08/01@16:06:08,6870,4.018875
2026/08/01@16:06:09,6871,3.874875
2026/08/01@16:06:11,6873,4.003125
2026/08/01@16:06:12,6874,3.9751876
2026/08/01@16:06:13,6875,3.7848752
2026/08/01@16:06:14,6876,3.873
2026/08/01@16:06:15,6877,3.89906268
2026/08/01@16:06:16,6878,2.743875
2026/08/01@16:06:17,6879,3.9213752
2026/08/01@16:06:18,6880,3.96112532
2026/08/01@16:06:19,6881,3.96075
2026/08/01@16:06:20,6882,3.9328128
2026/08/01@16:06:21,6883,3.9058128
2026/08/01@16:06:22,6884,3.9148128
2026/08/01@16:06:24,6886,3.8921252
2026/08/01@16:06:25,6887,3.8263128
2026/08/01@16:06:26,6888,3.83325
2026/08/01@16:06:27,6889,3.8416876
2026/08/01@16:06:28,6890,3.87018784
2026/08/01@16:06:29,6891,3.8778754
2026/08/01@16:06:30,6892,3.86775016
2026/08/01@16:06:31,6893,3.8548128
2026/08/01@16:06:32,6894,3.8171253
2026/08/01@16:06:33,6895,3.8396252
2026/08/01@16:06:34,6896,3.8364376
2026/08/01@16:06:35,6897,3.8506876
2026/08/01@16:06:37,6899,3.87693736
2026/08/01@16:06:38,6900,3.864375
2026/08/01@16:06:39,6901,3.8576252
2026/08/01@16:06:40,6902,3.8600628
2026/08/01@16:06:41,6903,3.8634376
2026/08/01@16:06:42,6904,3.8705628
2026/08/01@16:06:43,6905,3.8718752
2026/08/01@16:06:44,6906,3.85931268
2026/08/01@16:06:45,6907,3.8576252
2026/08/01@16:06:46,6908,3.86025032
2026/08/01@16:06:47,6909,3.8546252
2026/08/01@16:06:49,6911,3.85650016
2026/08/01@16:06:50,6912,3.8589378
2026/08/01@16:06:51,6913,3.85931268
2026/08/01@16:06:52,6914,3.8581876
2026/08/01@16:06:53,6915,3.8493752
2026/08/01@16:06:54,6916,3.7730628
2026/08/01@16:06:55,6917,3.8956876
2026/08/01@16:06:56,6918,3.9834376
2026/08/01@16:06:57,6919,3.9761252
2026/08/01@16:06:58,6920,3.921
2026/08/01@16:06:59,6921,3.9080624
2026/08/01@16:07:00,6922,4.1816252
2026/08/01@16:07:02,6924,4.1735624
2026/08/01@16:07:03,6925,4.1450624
2026/08/01@16:07:04,6926,4.0873128
2026/08/01@16:07:05,6927,4.0035
2026/08/01@16:07:06,6928,3.967875
2026/08/01@16:07:07,6929,3.9459376
2026/08/01@16:07:08,6930,3.931688
2026/08/01@16:07:09,6931,3.8985004
2026/08/01@16:07:10,6932,3.914063
2026/08/01@16:07:11,6933,3.9142504
2026/08/01@16:07:12,6934,3.9309376
2026/08/01@16:07:13,6935,3.7143752
2026/08/01@16:07:15,6937,3.8075628
2026/08/01@16:07:16,6938,3.7025628
2026/08/01@16:07:17,6939,3.6920624
2026/08/01@16:07:18,6940,3.99487536
2026/08/01@16:07:19,6941,4.057125
2026/08/01@16:07:20,6942,3.95343768
2026/08/01@16:07:21,6943,3.966188
2026/08/01@16:07:22,6944,3.98325032
2026/08/01@16:07:23,6945,3.96731268
2026/08/01@16:07:24,6946,3.99525032
2026/08/01@16:07:25,6947,4.0010624
2026/08/01@16:07:27,6948,4.03575
2026/08/01@16:07:28,6950,4.0149376
2026/08/01@16:07:29,6951,3.968625
2026/08/01@16:07:30,6952,2.7425628
2026/08/01@16:07:31,6953,3.1603126
2026/08/01@16:07:32,6954,3.95868768
2026/08/01@16:07:33,6955,3.94818784
2026/08/01@16:07:34,6956,3.5163752
2026/08/01@16:07:35,6957,3.880125
2026/08/01@16:07:36,6958,3.73031268
2026/08/01@16:07:37,6959,4.0681876
2026/08/01@16:07:38,6960,4.0878752
2026/08/01@16:07:40,6962,4.0938752
2026/08/01@16:07:41,6963,4.0708128
2026/08/01@16:07:42,6964,4.003125
2026/08/01@16:07:43,6965,4.0545
2026/08/01@16:07:44,6966,4.0771876
2026/08/01@16:07:45,6967,4.061063
2026/08/01@16:07:46,6968,4.0771876
2026/08/01@16:07:47,6969,4.0781256
2026/08/01@16:07:48,6970,4.0760628
2026/08/01@16:07:49,6971,4.065188
2026/08/01@16:07:50,6972,4.067813
2026/08/01@16:07:51,6973,4.0648128
2026/08/01@16:07:53,6975,4.078313
2026/08/01@16:07:54,6976,4.0798124
2026/08/01@16:07:55,6977,4.081688
2026/08/01@16:07:56,6978,4.0785004
2026/08/01@16:07:57,6979,4.0805624
2026/08/01@16:07:58,6980,4.0903124
2026/08/01@16:07:59,6981,4.1141252
2026/08/01@16:08:00,6982,4.1152508
2026/08/01@16:08:01,6983,4.1154376
2026/08/01@16:08:02,6984,4.074375
2026/08/01@16:08:03,6985,4.0858124
2026/08/01@16:08:04,6986,4.076438
2026/08/01@16:08:06,6988,4.0149376
2026/08/01@16:08:07,6989,4.065188
2026/08/01@16:08:08,6990,4.030125
2026/08/01@16:08:09,6991,3.9496876
2026/08/01@16:08:10,6992,3.8876252
2026/08/01@16:08:11,6993,3.929813
2026/08/01@16:08:12,6994,3.794438
2026/08/01@16:08:13,6995,3.877688
2026/08/01@16:08:14,6996,3.8758128
2026/08/01@16:08:15,6997,3.9123752
2026/08/01@16:08:16,6998,3.90318768
2026/08/01@16:08:17,6999,3.90225
2026/08/01@16:08:19,7001,3.87675
2026/08/01@16:08:20,7002,3.8857504
2026/08/01@16:08:21,7003,3.88950032
2026/08/01@16:08:22,7004,3.8938126
2026/08/01@16:08:23,7005,3.8971876
2026/08/01@16:08:24,7006,3.897938
2026/08/01@16:08:25,7007,3.89550032
2026/08/01@16:08:26,7008,3.895125
2026/08/01@16:08:27,7009,3.8928752
2026/08/01@16:08:28,7010,3.8915628
2026/08/01@16:08:29,7011,3.888
2026/08/01@16:08:31,7013,4.35375
2026/08/01@16:08:32,7014,4.3580628
2026/08/01@16:08:33,7015,4.3584376
2026/08/01@16:08:34,7016,4.3575
2026/08/01@16:08:35,7017,4.354313
2026/08/01@16:08:36,7018,4.347563
2026/08/01@16:08:37,7019,4.352438
2026/08/01@16:08:38,7020,4.36425
2026/08/01@16:08:39,7021,4.129688
2026/08/01@16:08:40,7022,4.1842504
2026/08/01@16:08:41,7023,4.175625
2026/08/01@16:08:42,7024,4.1735624
2026/08/01@16:08:44,7026,4.1636252
2026/08/01@16:08:45,7027,4.14975
2026/08/01@16:08:46,7028,4.1176876
2026/08/01@16:08:47,7029,3.265688
2026/08/01@16:08:48,7030,4.014
2026/08/01@16:08:49,7031,4.0275
2026/08/01@16:08:50,7032,4.0231876
2026/08/01@16:08:51,7033,2.7433126
2026/08/01@16:08:52,7034,4.0665
2026/08/01@16:08:53,7035,4.051875
2026/08/01@16:08:54,7036,4.07025
2026/08/01@16:08:55,7037,4.070438
2026/08/01@16:08:57,7039,4.0541252
2026/08/01@16:08:58,7040,3.9885
2026/08/01@16:08:59,7041,4.1758128
2026/08/01@16:09:00,7042,4.22775
2026/08/01@16:09:01,7043,4.250063
2026/08/01@16:09:02,7044,4.2418128
2026/08/01@16:09:03,7045,4.2470628
2026/08/01@16:09:04,7046,4.2301876
2026/08/01@16:09:05,7047,4.2007504
2026/08/01@16:09:06,7048,4.2146252
2026/08/01@16:09:07,7049,4.2238124
2026/08/01@16:09:08,7050,4.166813
2026/08/01@16:09:10,7052,4.1306252
2026/08/01@16:09:11,7053,4.1276256
2026/08/01@16:09:12,7054,4.1986876
2026/08/01@16:09:13,7055,4.1925
2026/08/01@16:09:14,7056,4.0794376
2026/08/01@16:09:15,7057,4.1043752
2026/08/01@16:09:16,7058,4.175625
2026/08/01@16:09:17,7059,4.179375
2026/08/01@16:09:18,7060,4.1559376
2026/08/01@16:09:19,7061,4.1364376
2026/08/01@16:09:20,7062,4.12725
2026/08/01@16:09:21,7063,4.14825
2026/08/01@16:09:23,7065,4.155
2026/08/01@16:09:24,7066,4.1289376
2026/08/01@16:09:25,7067,3.2066252
2026/08/01@16:09:26,7068,4.015688
2026/08/01@16:09:27,7069,2.7440624
2026/08/01@16:09:28,7070,2.7470628
2026/08/01@16:09:29,7071,4.0239376
2026/08/01@16:09:30,7072,2.7500628
2026/08/01@16:09:31,7073,4.1782504
2026/08/01@16:09:32,7074,4.195313
2026/08/01@16:09:33,7075,4.1169376
2026/08/01@16:09:34,7076,4.10325
2026/08/01@16:09:36,7078,4.158938
2026/08/01@16:09:37,7079,4.150875
2026/08/01@16:09:38,7080,4.074375
2026/08/01@16:09:39,7081,4.1025
2026/08/01@16:09:40,7082,4.075125
2026/08/01@16:09:41,7083,4.083
2026/08/01@16:09:42,7084,4.0389376
2026/08/01@16:09:43,7085,4.0470004
2026/08/01@16:09:44,7086,3.975
2026/08/01@16:09:45,7087,3.7809376
2026/08/01@16:09:46,7088,4.20975
2026/08/01@16:09:47,7089,4.220625
2026/08/01@16:09:49,7091,3.88743768
2026/08/01@16:09:50,7092,3.9363752
2026/08/01@16:09:51,7093,3.87450016
2026/08/01@16:09:52,7094,2.7480002
2026/08/01@16:09:53,7095,3.68418736
2026/08/01@16:09:54,7096,3.78412532
2026/08/01@16:09:55,7097,3.7248752
2026/08/01@16:09:56,7098,3.751875
2026/08/01@16:09:57,7099,3.7451252
2026/08/01@16:09:58,7100,3.8581876
2026/08/01@16:09:59,7101,3.19425
2026/08/01@16:10:00,7102,3.6583128
2026/08/01@16:10:02,7104,3.8405628
2026/08/01@16:10:03,7105,4.355625
2026/08/01@16:10:04,7106,4.3741876
2026/08/01@16:10:05,7107,4.290375
2026/08/01@16:10:06,7108,4.2290624
2026/08/01@16:10:07,7109,4.2292504
2026/08/01@16:10:08,7110,4.2283124
