datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,Elevation_m
2026/08/01@13:51:58,28814,-0.2421875,0.96362308,0.23461914,-1.71755732,1.1755725,-1.2137405,17607.066666666666
2026/08/01@13:51:59,28815,-0.239013668,0.9626465,0.23486328,-1.6412214,0.9236641,-1.1068702,17610.2
2026/08/01@13:52:00,28816,-0.24316406,0.9614258,0.238525392,-1.69465652,1.038168,-1.3282443,17613.333333333332
2026/08/01@13:52:01,28817,-0.24291992,0.965332032,0.230957032,-1.81679384,1.1832061,-1.2442748,17616.466666666667
2026/08/01@13:52:02,28818,-0.23632812,0.9616699,0.2331543,-1.78625952,0.9389313,-1.1374046,17619.6
2026/08/01@13:52:03,28819,-0.24145508,0.9638672,0.23583984,-1.480916,1.389313,-1.5648855,17622.733333333334
2026/08/01@13:52:04,28820,-0.24291992,0.9626465,0.23339844,-1.610687,1.0687023,-1.1221374,17625.866666666665
2026/08/01@13:52:05,28821,-0.24121094,0.9667969,0.230712892,-1.5267176,1.0610686,-1.2519084,17629.0
2026/08/01@13:52:07,28823,-0.24072266,0.9626465,0.23999024,-1.5496184,1.221374,-1.4198474,17634.74193548387
2026/08/01@13:52:08,28824,-0.24194336,0.96655272,0.2355957,-1.648855,1.1221374,-1.3282443,17637.612903225807
2026/08/01@13:52:09,28825,-0.24414062,0.96069336,0.22705078,-1.5954199,1.221374,-1.2137405,17640.483870967742
2026/08/01@13:52:10,28826,-0.2421875,0.96655272,0.23266602,-1.6183206,1.1908396,-0.9847328,17643.354838709678
2026/08/01@13:52:11,28827,-0.24414062,0.9667969,0.23535156,-1.7099236,1.1068702,-1.221374,17646.225806451614
2026/08/01@13:52:12,28828,-0.2421875,0.9638672,0.22973633,-1.610687,0.8396947,-1.2900764,17649.09677419355
2026/08/01@13:52:13,28829,-0.2397461,0.96191408,0.230957032,-1.6793894,1.1221374,-1.038168,17651.967741935485
2026/08/01@13:52:14,28830,-0.23999024,0.963134768,0.2331543,-1.7633588,0.9465649,-1.167939,17654.83870967742
2026/08/01@13:52:15,28831,-0.2409668,0.9616699,0.2355957,-1.6183206,1.2061069,-1.1755725,17657.709677419356
2026/08/01@13:52:17,28833,-0.238525392,0.96240232,0.2319336,-1.5877863,1.2137405,-1.2748091,17663.451612903227
2026/08/01@13:52:18,28834,-0.24365234,0.9616699,0.238037108,-1.70229,1.2366412,-1.3358779,17666.322580645163
2026/08/01@13:52:19,28835,-0.238769532,0.9680176,0.2368164,-1.88549616,1.0,-1.0076336,17669.1935483871
2026/08/01@13:52:20,28836,-0.23999024,0.9675293,0.22851562,-1.81679384,1.1145039,-1.2137405,17672.064516129034
2026/08/01@13:52:21,28837,-0.24291992,0.9626465,0.23339844,-1.778626,1.1450381,-1.3435115,17674.935483870966
2026/08/01@13:52:22,28838,-0.24243164,0.9650879,0.230957032,-1.6183206,0.9847328,-1.2519084,17677.8064516129
2026/08/01@13:52:23,28839,-0.2434082,0.9626465,0.22973633,-1.6717557,1.2519084,-1.519084,17680.677419354837
2026/08/01@13:52:24,28840,-0.238769532,0.963134768,0.23168946,-1.72519084,1.221374,-1.1068702,17683.548387096773
2026/08/01@13:52:25,28841,-0.2397461,0.9655762,0.23364258,-1.778626,0.9236641,-1.0610686,17686.41935483871
2026/08/01@13:52:26,28842,-0.2409668,0.9633789,0.229980468,-1.70229,1.1221374,-1.2748091,17689.290322580644
2026/08/01@13:52:28,28844,-0.24194336,0.963134768,0.231445316,-1.610687,1.1450381,-1.2748091,17695.032258064515
2026/08/01@13:52:29,28845,-0.24072266,0.9667969,0.23339844,-1.7633588,1.1374046,-1.2824427,17697.90322580645
2026/08/01@13:52:30,28846,-0.24194336,0.96069336,0.23168946,-1.4656489,1.221374,-1.2900764,17700.774193548386
2026/08/01@13:52:31,28847,-0.23999024,0.9626465,0.22875976,-1.5572519,1.2442748,-1.1984733,17703.645161290322
2026/08/01@13:52:32,28848,-0.24169922,0.96484376,0.22924804,-1.4198474,0.9465649,-1.2137405,17706.516129032258
2026/08/01@13:52:33,28849,-0.245361332,0.95996092,0.22827148,-1.6412214,1.0229008,-1.1374046,17709.387096774193
2026/08/01@13:52:34,28850,-0.245117184,0.9645996,0.23388672,-1.69465652,1.091603,-0.99236643,17712.25806451613
2026/08/01@13:52:35,28851,-0.24365234,0.9616699,0.23291016,-1.870229,1.129771,-1.1832061,17715.129032258064
2026/08/01@13:52:36,28852,-0.238037108,0.9633789,0.23266602,-1.7328244,0.9694657,-1.1526718,17718.0
2026/08/01@13:52:38,28853,-0.24487304,0.9641113,0.23364258,-1.8473282,1.2442748,-1.129771,17725.333333333332
2026/08/01@13:52:39,28855,-0.24072266,0.9621582,0.23632812,-1.6564885,1.1450381,-1.5419847,17729.0
2026/08/01@13:52:40,28856,-0.24072266,0.96484376,0.23510742,-1.5267176,1.129771,-1.3358779,17732.666666666668
2026/08/01@13:52:41,28857,-0.24145508,0.965332032,0.23535156,-1.7557252,1.0992366,-1.2366412,17736.333333333332
2026/08/01@13:52:42,28858,-0.24487304,0.96191408,0.2241211,-1.6030534,1.167939,-1.4198474,17740.0
2026/08/01@13:52:43,28859,-0.24023438,0.9638672,0.23364258,-1.610687,1.0305344,-1.2137405,17743.666666666668
2026/08/01@13:52:44,28860,-0.245361332,0.96362308,0.229492184,-1.908397,0.9694657,-1.038168,17747.333333333332
2026/08/01@13:52:45,28861,-0.23950196,0.9658203,0.230957032,-1.5343511,1.2290076,-1.389313,17751.0
2026/08/01@13:52:46,28862,-0.2397461,0.96240232,0.23266602,-1.5877863,1.3664122,-1.4656489,17754.666666666668
2026/08/01@13:52:47,28863,-0.24169922,0.96362308,0.23339844,-1.6259542,1.0687023,-1.1526718,17758.333333333332
2026/08/01@13:52:49,28865,-0.245117184,0.965332032,0.22851562,-1.870229,1.1374046,-0.9847328,17765.666666666668
2026/08/01@13:52:50,28866,-0.24267578,0.9626465,0.23266602,-1.80152668,1.0839695,-1.3053435,17769.333333333332
2026/08/01@13:52:51,28867,-0.239257808,0.9658203,0.23266602,-1.81679384,1.167939,-1.5877863,17773.0
2026/08/01@13:52:52,28868,-0.24414062,0.9633789,0.24365234,-1.81679384,1.0076336,-1.1984733,17776.666666666668
2026/08/01@13:52:53,28869,-0.2434082,0.961181632,0.2319336,-1.778626,1.0610686,-1.4885496,17780.333333333332
2026/08/01@13:52:54,28870,-0.2446289,0.9667969,0.22851562,-1.5419847,1.2748091,-1.0458015,17784.0
2026/08/01@13:52:55,28871,-0.23583984,0.9589844,0.24194336,-1.4122137,1.1603054,-1.1450381,17787.666666666668
2026/08/01@13:52:56,28872,-0.24243164,0.9641113,0.23168946,-1.5114504,1.2442748,-1.351145,17791.333333333332
2026/08/01@13:52:57,28873,-0.246337884,0.96069336,0.234375,-1.4732824,1.0687023,-1.3358779,17795.0
2026/08/01@13:52:58,28874,-0.24291992,0.96899416,0.23510742,-1.85496184,1.0305344,-1.480916,17798.666666666668
2026/08/01@13:53:00,28876,-0.24121094,0.9609375,0.22680664,-1.832061,1.1755725,-1.5267176,17806.0
2026/08/01@13:53:01,28877,-0.245849616,0.963134768,0.234375,-1.9007634,1.3816794,-1.1603054,17809.666666666668
2026/08/01@13:53:02,28878,-0.238281252,0.963134768,0.22705078,-1.5267176,0.83206104,-1.0992366,17813.333333333332
2026/08/01@13:53:03,28879,-0.24023438,0.96435544,0.23583984,-1.8625954,1.2442748,-1.4732824,17817.0
2026/08/01@13:53:04,28880,-0.24121094,0.9633789,0.22875976,-1.7099236,1.1145039,-1.1526718,17820.666666666668
2026/08/01@13:53:05,28881,-0.23950196,0.9633789,0.22631836,-1.8396946,1.0610686,-1.259542,17824.333333333332
2026/08/01@13:53:06,28882,-0.2421875,0.9614258,0.234375,-1.3435115,1.1450381,-1.5114504,17828.0
2026/08/01@13:53:07,28883,-0.24145508,0.96484376,0.22827148,-1.78625952,1.2061069,-1.3969466,17831.90322580645
2026/08/01@13:53:08,28884,-0.238281252,0.96655272,0.22729492,-1.72519084,1.1526718,-1.1450381,17835.8064516129
2026/08/01@13:53:10,28886,-0.24291992,0.9609375,0.22558594,-1.6412214,1.3282443,-1.129771,17843.612903225807
2026/08/01@13:53:11,28887,-0.24145508,0.9641113,0.23461914,-1.69465652,0.9465649,-1.0076336,17847.516129032258
2026/08/01@13:53:12,28888,-0.24145508,0.9641113,0.22851562,-1.82442752,1.0687023,-1.1526718,17851.41935483871
2026/08/01@13:53:13,28889,-0.24414062,0.9609375,0.2319336,-1.610687,1.3664122,-1.0076336,17855.322580645163
2026/08/01@13:53:14,28890,-0.24365234,0.9682617,0.22924804,-1.80152668,0.99236643,-1.2061069,17859.225806451614
2026/08/01@13:53:15,28891,-0.2409668,0.9614258,0.23266602,-1.72519084,1.2137405,-1.3053435,17863.129032258064
2026/08/01@13:53:16,28892,-0.24145508,0.96435544,0.22851562,-1.85496184,1.1603054,-1.3206106,17867.032258064515
2026/08/01@13:53:17,28893,-0.2397461,0.9655762,0.23535156,-1.94656492,1.1068702,-1.3587786,17870.935483870966
2026/08/01@13:53:18,28894,-0.24365234,0.965332032,0.23242188,-1.5267176,0.9847328,-0.977099264,17874.83870967742
2026/08/01@13:53:19,28895,-0.24291992,0.9597168,0.23413086,-1.7328244,1.2519084,-1.4122137,17878.74193548387
2026/08/01@13:53:21,28897,-0.24365234,0.96069336,0.231445316,-1.5725191,1.0,-1.6412214,17886.548387096773
2026/08/01@13:53:22,28898,-0.2368164,0.9633789,0.22851562,-2.0687022,0.86259544,-1.259542,17890.451612903227
2026/08/01@13:53:23,28899,-0.24414062,0.9655762,0.23388672,-1.5725191,0.9847328,-1.0,17894.354838709678
2026/08/01@13:53:24,28900,-0.24023438,0.965332032,0.231445316,-1.6335878,1.1832061,-1.1374046,17898.25806451613
2026/08/01@13:53:25,28901,-0.24389648,0.96484376,0.23461914,-1.94656492,0.9160305,-1.2824427,17902.16129032258
2026/08/01@13:53:26,28902,-0.24072266,0.9638672,0.229492184,-1.9312977,1.1374046,-1.3740458,17906.064516129034
2026/08/01@13:53:27,28903,-0.24365234,0.96240232,0.23461914,-1.6641221,1.3587786,-1.2137405,17909.967741935485
2026/08/01@13:53:28,28904,-0.24243164,0.9614258,0.237548832,-1.740458,1.1755725,-1.4656489,17913.870967741936
2026/08/01@13:53:29,28905,-0.24047852,0.96484376,0.23413086,-1.79389316,1.1526718,-1.2671756,17917.774193548386
2026/08/01@13:53:31,28907,-0.24487304,0.9645996,0.23291016,-1.6335878,1.2290076,-1.2748091,17925.58064516129
2026/08/01@13:53:32,28908,-0.238281252,0.9655762,0.23510742,-1.9312977,1.2366412,-1.3053435,17929.483870967742
2026/08/01@13:53:33,28909,-0.24194336,0.9645996,0.23413086,-1.6030534,1.2137405,-0.89312976,17933.387096774193
2026/08/01@13:53:34,28910,-0.24414062,0.9609375,0.230957032,-1.7328244,1.3969466,-1.351145,17937.290322580644
2026/08/01@13:53:35,28911,-0.23535156,0.9658203,0.23217774,-1.6564885,1.3358779,-1.259542,17941.1935483871
2026/08/01@13:53:36,28912,-0.24414062,0.963134768,0.231445316,-1.5572519,1.038168,-1.1374046,17945.09677419355
2026/08/01@13:53:37,28913,-0.2475586,0.9638672,0.23339844,-1.6717557,1.038168,-1.4351145,17949.0
2026/08/01@13:53:38,28914,-0.238525392,0.9641113,0.23168946,-1.71755732,1.2519084,-1.0076336,17951.645161290322
2026/08/01@13:53:39,28915,-0.24072266,0.963134768,0.23242188,-1.740458,1.5419847,-1.3969466,17954.290322580644
2026/08/01@13:53:40,28916,-0.23950196,0.96362308,0.230468752,-1.6717557,1.0687023,-1.4427481,17956.935483870966
2026/08/01@13:53:42,28918,-0.24023438,0.961181632,0.22753906,-1.961832,1.1221374,-1.5343511,17962.225806451614
2026/08/01@13:53:43,28919,-0.24243164,0.965332032,0.23608398,-1.6564885,0.9465649,-1.1984733,17964.870967741936
2026/08/01@13:53:44,28920,-0.2409668,0.96606448,0.22973633,-1.7328244,1.0152671,-1.1603054,17967.516129032258
2026/08/01@13:53:45,28921,-0.24414062,0.961181632,0.2319336,-1.80152668,1.1526718,-1.0992366,17970.16129032258
2026/08/01@13:53:46,28922,-0.24072266,0.9650879,0.2355957,-1.72519084,1.0152671,-1.2137405,17972.8064516129
2026/08/01@13:53:47,28923,-0.2397461,0.9633789,0.23168946,-1.7328244,1.3129771,-1.3129771,17975.451612903227
2026/08/01@13:53:48,28924,-0.24365234,0.965332032,0.230712892,-1.3664122,1.1374046,-1.1832061,17978.09677419355
2026/08/01@13:53:49,28925,-0.238281252,0.96191408,0.22680664,-1.68702284,1.0229008,-1.2061069,17980.74193548387
2026/08/01@13:53:50,28926,-0.24414062,0.9628906,0.22705078,-1.6259542,1.2137405,-1.2137405,17983.387096774193
2026/08/01@13:53:52,28928,-0.2409668,0.96362308,0.22827148,-1.78625952,0.9847328,-1.4198474,17988.677419354837
2026/08/01@13:53:53,28929,-0.24047852,0.9641113,0.22460938,-1.5877863,0.9160305,-1.2366412,17991.322580645163
2026/08/01@13:53:54,28930,-0.2421875,0.965332032,0.23632812,-1.6793894,0.9465649,-1.167939,17993.967741935485
2026/08/01@13:53:55,28931,-0.239257808,0.9650879,0.23291016,-1.6564885,1.0992366,-1.3129771,17996.612903225807
2026/08/01@13:53:56,28932,-0.238525392,0.9621582,0.23168946,-1.5801526,1.2519084,-1.2519084,17999.25806451613
2026/08/01@13:53:57,28933,-0.2421875,0.9655762,0.23364258,-1.5419847,1.091603,-0.9160305,18001.90322580645
2026/08/01@13:53:58,28934,-0.24389648,0.9645996,0.23413086,-1.8778626,1.0763359,-1.2137405,18004.548387096773
2026/08/01@13:53:59,28935,-0.24194336,0.9609375,0.230468752,-1.6183206,1.0763359,-1.0763359,18007.1935483871
2026/08/01@13:54:00,28936,-0.24121094,0.96484376,0.230712892,-1.5954199,1.2061069,-1.5877863,18009.83870967742
2026/08/01@13:54:02,28938,-0.24365234,0.96191408,0.23291016,-1.7557252,0.9541985,-1.3816794,18015.129032258064
2026/08/01@13:54:03,28939,-0.24365234,0.96240232,0.22802734,-1.69465652,1.1145039,-1.3435115,18017.774193548386
2026/08/01@13:54:04,28940,-0.2409668,0.96362308,0.23266602,-1.8473282,1.2290076,-1.2061069,18020.41935483871
2026/08/01@13:54:05,28941,-0.239013668,0.963134768,0.237548832,-1.5725191,1.0839695,-1.2748091,18023.064516129034
2026/08/01@13:54:06,28942,-0.245849616,0.9682617,0.22851562,-1.68702284,1.1221374,-1.0992366,18025.709677419356
2026/08/01@13:54:07,28943,-0.24243164,0.96899416,0.22729492,-1.4503816,1.29771,-1.3129771,18028.354838709678
2026/08/01@13:54:08,28944,-0.2421875,0.9602051,0.22387696,-1.91603052,1.0687023,-1.0610686,18031.0
2026/08/01@13:54:09,28945,-0.23950196,0.961181632,0.23266602,-1.8396946,1.2748091,-1.2748091,18034.0
2026/08/01@13:54:10,28946,-0.24047852,0.9621582,0.2355957,-1.9007634,1.221374,-0.9847328,18037.0
2026/08/01@13:54:11,28947,-0.2409668,0.96777348,0.23168946,-1.6717557,1.3206106,-1.1908396,18040.0
2026/08/01@13:54:13,28949,-0.239013668,0.9628906,0.230224616,-1.6183206,1.1603054,-1.1908396,18046.0
2026/08/01@13:54:14,28950,-0.24023438,0.96484376,0.234375,-1.6183206,1.1832061,-1.0839695,18049.0
2026/08/01@13:54:15,28951,-0.24414062,0.9602051,0.2368164,-1.6564885,1.091603,-1.259542,18052.0
2026/08/01@13:54:16,28952,-0.24047852,0.96191408,0.23535156,-1.6564885,0.8396947,-1.0839695,18055.0
2026/08/01@13:54:17,28953,-0.24023438,0.9626465,0.2331543,-1.70229,1.2671756,-1.29771,18058.0
2026/08/01@13:54:18,28954,-0.2397461,0.9663086,0.23266602,-1.610687,1.3587786,-0.977099264,18061.0
2026/08/01@13:54:19,28955,-0.2409668,0.963134768,0.230712892,-1.5419847,1.2137405,-1.2290076,18064.0
2026/08/01@13:54:20,28956,-0.2409668,0.9645996,0.23632812,-1.610687,1.0839695,-1.5648855,18067.0
2026/08/01@13:54:21,28957,-0.2421875,0.95947268,0.23388672,-1.5572519,1.1374046,-1.221374,18070.0
2026/08/01@13:54:23,28959,-0.24145508,0.9663086,0.23510742,-1.5877863,1.1068702,-1.221374,18076.0
2026/08/01@13:54:24,28960,-0.24438476,0.9628906,0.23242188,-1.5114504,1.0763359,-1.1603054,18079.0
2026/08/01@13:54:25,28961,-0.2421875,0.9616699,0.22827148,-1.4122137,1.3282443,-1.3816794,18082.0
2026/08/01@13:54:26,28962,-0.239257808,0.9633789,0.230224616,-1.6335878,1.2442748,-1.1221374,18085.0
2026/08/01@13:54:27,28963,-0.24316406,0.96362308,0.23339844,-1.7328244,1.1908396,-1.2900764,18088.0
2026/08/01@13:54:28,28964,-0.24267578,0.95996092,0.231445316,-1.7480916,1.0992366,-1.4503816,18091.0
2026/08/01@13:54:29,28965,-0.24291992,0.9633789,0.23486328,-1.8091604,1.2061069,-1.3664122,18094.0
2026/08/01@13:54:30,28966,-0.24194336,0.95996092,0.23510742,-1.5725191,1.1603054,-1.2519084,18097.0
2026/08/01@13:54:31,28967,-0.239013668,0.9628906,0.23266602,-1.4427481,1.259542,-1.259542,18100.0
2026/08/01@13:54:32,28968,-0.2397461,0.9633789,0.231201168,-1.7557252,0.9236641,-0.9389313,18103.0
2026/08/01@13:54:34,28970,-0.24169922,0.95996092,0.22973633,-1.72519084,0.9541985,-1.0458015,18109.0
2026/08/01@13:54:35,28971,-0.24438476,0.9633789,0.23339844,-1.9312977,1.2519084,-1.259542,18112.0
2026/08/01@13:54:36,28972,-0.24487304,0.965332032,0.234375,-1.2900764,0.961832064,-1.0610686,18115.0
2026/08/01@13:54:37,28973,-0.24047852,0.9645996,0.229980468,-1.69465652,1.0687023,-1.1145039,18118.0
2026/08/01@13:54:38,28974,-0.24389648,0.961181632,0.234375,-1.7480916,1.1755725,-1.1068702,18121.0
2026/08/01@13:54:39,28975,-0.24145508,0.96240232,0.223632816,-1.5801526,1.1908396,-1.4351145,18123.8064516129
2026/08/01@13:54:40,28976,-0.24194336,0.96240232,0.23413086,-1.71755732,0.9160305,-1.3969466,18126.612903225807
2026/08/01@13:54:41,28977,-0.24169922,0.9650879,0.23339844,-1.71755732,0.870229,-1.3053435,18129.41935483871
2026/08/01@13:54:42,28978,-0.238281252,0.96240232,0.2277832,-1.5877863,1.1603054,-1.2442748,18132.225806451614
2026/08/01@13:54:43,28979,-0.24291992,0.961181632,0.23486328,-1.7099236,1.0992366,-1.1755725,18135.032258064515
2026/08/01@13:54:45,28981,-0.23950196,0.9626465,0.2290039,-1.71755732,1.1984733,-1.1603054,18140.645161290322
2026/08/01@13:54:46,28982,-0.24023438,0.9621582,0.229492184,-1.7328244,1.1526718,-1.2366412,18143.451612903227
2026/08/01@13:54:47,28983,-0.239257808,0.9626465,0.237304684,-1.79389316,1.2824427,-1.2519084,18146.25806451613
2026/08/01@13:54:48,28984,-0.2397461,0.9645996,0.23266602,-1.5954199,1.2137405,-1.3129771,18149.064516129034
2026/08/01@13:54:49,28985,-0.24023438,0.96435544,0.23632812,-1.5572519,0.961832064,-1.0534351,18151.870967741936
2026/08/01@13:54:50,28986,-0.24023438,0.9621582,0.23461914,-1.5114504,1.1526718,-1.0839695,18154.677419354837
2026/08/01@13:54:51,28987,-0.24121094,0.9658203,0.23583984,-1.7328244,1.0076336,-1.0610686,18157.483870967742
2026/08/01@13:54:52,28988,-0.239013668,0.96435544,0.23413086,-1.6030534,0.8854962,-1.2137405,18160.290322580644
2026/08/01@13:54:53,28989,-0.23950196,0.96435544,0.23388672,-1.5954199,1.2824427,-1.1755725,18163.09677419355
2026/08/01@13:54:55,28991,-0.237548832,0.9633789,0.23388672,-1.778626,1.129771,-1.2519084,18168.709677419356
2026/08/01@13:54:56,28992,-0.24145508,0.95996092,0.230468752,-1.69465652,1.1221374,-1.0992366,18171.516129032258
2026/08/01@13:54:57,28993,-0.24023438,0.9675293,0.23339844,-1.5877863,1.167939,-1.3587786,18174.322580645163
2026/08/01@13:54:58,28994,-0.23657226,0.9680176,0.23364258,-1.5954199,1.0610686,-1.2366412,18177.129032258064
2026/08/01@13:54:59,28995,-0.238037108,0.9658203,0.238769532,-1.70229,1.0763359,-1.4274809,18179.935483870966
2026/08/01@13:55:00,28996,-0.24145508,0.9626465,0.230712892,-1.2900764,1.1068702,-1.0992366,18182.74193548387
2026/08/01@13:55:01,28997,-0.23950196,0.963134768,0.2241211,-1.7557252,0.9694657,-1.1984733,18185.548387096773
2026/08/01@13:55:02,28998,-0.24121094,0.9645996,0.229492184,-1.85496184,1.0,-1.2137405,18188.354838709678
2026/08/01@13:55:03,28999,-0.239257808,0.9650879,0.229492184,-1.610687,1.0687023,-1.4885496,18191.16129032258
2026/08/01@13:55:04,29000,-0.2421875,0.9633789,0.22705078,-1.6183206,1.2824427,-1.2366412,18193.967741935485
2026/08/01@13:55:06,29002,-0.24291992,0.9641113,0.2331543,-1.5877863,1.1832061,-1.2671756,18199.58064516129
2026/08/01@13:55:07,29003,-0.2409668,0.9641113,0.23388672,-1.7480916,1.038168,-1.3282443,18202.387096774193
2026/08/01@13:55:08,29004,-0.2409668,0.96362308,0.2331543,-1.5496184,1.0610686,-1.2290076,18205.1935483871
2026/08/01@13:55:09,29005,-0.24487304,0.9638672,0.231445316,-1.7633588,1.1221374,-1.2824427,18208.0
2026/08/01@13:55:10,29006,-0.24267578,0.9658203,0.22729492,-1.4885496,1.0152671,-1.0839695,18210.9
2026/08/01@13:55:11,29007,-0.24194336,0.96435544,0.23364258,-1.5648855,1.3435115,-1.2366412,18213.8
2026/08/01@13:55:12,29008,-0.2409668,0.9628906,0.23266602,-1.88549616,1.0992366,-1.3664122,18216.7
2026/08/01@13:55:13,29009,-0.24291992,0.9628906,0.2265625,-1.7099236,1.1221374,-1.1221374,18219.6
2026/08/01@13:55:14,29010,-0.24389648,0.96435544,0.231445316,-1.9389314,1.129771,-1.0839695,18222.5
2026/08/01@13:55:16,29012,-0.24145508,0.96899416,0.2331543,-1.8931298,1.2290076,-0.9694657,18228.3
2026/08/01@13:55:17,29013,-0.239257808,0.96191408,0.23168946,-1.832061,0.84732824,-1.2061069,18231.2
2026/08/01@13:55:18,29014,-0.24487304,0.96435544,0.230957032,-1.778626,1.1374046,-1.1145039,18234.1
2026/08/01@13:55:19,29015,-0.24072266,0.963134768,0.2319336,-1.4885496,1.0,-1.0534351,18237.0
2026/08/01@13:55:20,29016,-0.238281252,0.96606448,0.22924804,-1.908397,0.9694657,-1.4274809,18239.9
2026/08/01@13:55:21,29017,-0.2446289,0.9645996,0.23168946,-1.8396946,1.0458015,-1.3129771,18242.8
2026/08/01@13:55:22,29018,-0.24121094,0.96362308,0.237304684,-1.88549616,0.8549618,-0.84732824,18245.7
2026/08/01@13:55:23,29019,-0.245117184,0.96435544,0.22875976,-1.4351145,1.0534351,-1.0992366,18248.6
2026/08/01@13:55:24,29020,-0.24267578,0.9633789,0.22924804,-1.85496184,1.1450381,-1.1603054,18251.5
2026/08/01@13:55:25,29021,-0.23999024,0.9616699,0.22607422,-1.5954199,1.0534351,-1.1908396,18254.4
2026/08/01@13:55:27,29023,-0.24243164,0.9616699,0.22753906,-1.5114504,1.3053435,-1.4045801,18260.2
2026/08/01@13:55:28,29024,-0.23950196,0.9621582,0.23291016,-1.778626,0.9541985,-1.0687023,18263.1
2026/08/01@13:55:29,29025,-0.24121094,0.96655272,0.2355957,-1.6183206,1.1603054,-1.1984733,18266.0
2026/08/01@13:55:30,29026,-0.24194336,0.96362308,0.23266602,-1.6793894,0.9694657,-1.129771,18268.9
2026/08/01@13:55:31,29027,-0.24316406,0.96606448,0.23510742,-1.7099236,1.2290076,-1.1832061,18271.8
2026/08/01@13:55:32,29028,-0.238281252,0.9650879,0.22509766,-1.7557252,1.2137405,-1.2061069,18274.7
2026/08/01@13:55:33,29029,-0.24072266,0.9655762,0.23242188,-1.6335878,1.091603,-1.129771,18277.6
2026/08/01@13:55:34,29030,-0.24145508,0.961181632,0.23364258,-1.72519084,1.3358779,-1.1984733,18280.5
2026/08/01@13:55:35,29031,-0.24316406,0.9602051,0.22851562,-1.69465652,1.129771,-1.2519084,18283.4
2026/08/01@13:55:37,29033,-0.23999024,0.9655762,0.230224616,-1.72519084,1.1908396,-1.2900764,18289.2
2026/08/01@13:55:38,29034,-0.24389648,0.9621582,0.22827148,-1.832061,1.0458015,-1.2290076,18292.1
2026/08/01@13:55:39,29035,-0.2434082,0.96191408,0.23583984,-1.6717557,1.2671756,-1.129771,18295.0
2026/08/01@13:55:40,29036,-0.2409668,0.9641113,0.23461914,-1.5038168,1.1450381,-1.1145039,18297.90322580645
2026/08/01@13:55:41,29037,-0.24023438,0.9638672,0.229980468,-1.6412214,1.1221374,-1.3206106,18300.8064516129
2026/08/01@13:55:42,29038,-0.245849616,0.9614258,0.22558594,-1.68702284,1.2290076,-1.0839695,18303.709677419356
2026/08/01@13:55:43,29039,-0.23999024,0.961181632,0.234375,-1.68702284,1.221374,-0.9236641,18306.612903225807
2026/08/01@13:55:44,29040,-0.24169922,0.96191408,0.22753906,-1.78625952,1.0229008,-1.0992366,18309.516129032258
2026/08/01@13:55:45,29041,-0.24145508,0.96484376,0.238769532,-1.908397,1.1603054,-1.2671756,18312.41935483871
2026/08/01@13:55:46,29042,-0.24414062,0.9597168,0.2290039,-1.82442752,1.2137405,-1.2290076,18315.322580645163
2026/08/01@13:55:48,29044,-0.24243164,0.9597168,0.234375,-1.9312977,0.9847328,-1.221374,18321.129032258064
2026/08/01@13:55:49,29045,-0.2397461,0.96191408,0.231445316,-1.6412214,1.2061069,-1.2519084,18324.032258064515
2026/08/01@13:55:50,29046,-0.2434082,0.9628906,0.2277832,-1.4427481,1.1984733,-1.3587786,18326.935483870966
2026/08/01@13:55:51,29047,-0.24267578,0.9614258,0.23339844,-1.7328244,0.9465649,-1.0992366,18329.83870967742
2026/08/01@13:55:52,29048,-0.23950196,0.9638672,0.230224616,-1.6030534,1.2137405,-1.1908396,18332.74193548387
2026/08/01@13:55:53,29049,-0.2397461,0.9638672,0.230957032,-1.648855,1.0305344,-1.1984733,18335.645161290322
2026/08/01@13:55:54,29050,-0.24121094,0.96191408,0.231201168,-1.7633588,1.2061069,-1.1145039,18338.548387096773
2026/08/01@13:55:55,29051,-0.23950196,0.96191408,0.22753906,-1.8625954,1.0687023,-1.4274809,18341.451612903227
2026/08/01@13:55:56,29052,-0.24072266,0.9614258,0.23950196,-1.6793894,1.29771,-1.167939,18344.354838709678
2026/08/01@13:55:57,29053,-0.23950196,0.96606448,0.22924804,-1.78625952,1.3053435,-1.2366412,18347.25806451613
2026/08/01@13:55:59,29055,-0.24365234,0.965332032,0.230468752,-1.7480916,1.2442748,-1.4580153,18353.064516129034
2026/08/01@13:56:00,29056,-0.2421875,0.96191408,0.23388672,-1.6030534,0.99236643,-1.2137405,18355.967741935485
2026/08/01@13:56:01,29057,-0.24072266,0.96191408,0.234375,-1.70229,1.3664122,-1.259542,18358.870967741936
2026/08/01@13:56:02,29058,-0.24316406,0.96240232,0.22827148,-1.4885496,1.221374,-1.0229008,18361.774193548386
2026/08/01@13:56:03,29059,-0.238525392,0.9638672,0.22973633,-1.961832,1.2442748,-1.2061069,18364.677419354837
2026/08/01@13:56:04,29060,-0.2409668,0.96484376,0.2331543,-1.5572519,1.3053435,-1.2824427,18367.58064516129
2026/08/01@13:56:05,29061,-0.2409668,0.9616699,0.2331543,-1.7099236,1.0229008,-1.1221374,18370.483870967742
2026/08/01@13:56:06,29062,-0.245117184,0.9663086,0.230224616,-1.9236641,1.221374,-1.1603054,18373.387096774193
