datetime,elapsed_s,gas2,Elevation_m
2000/01/01@14:02:44,20686,3.229313,19655.6
2000/01/01@14:02:45,20687,3.229125,19658.733333333334
2000/01/01@14:02:46,20688,3.228375,19661.866666666665
2000/01/01@14:02:47,20689,3.2281876,19665.0
2000/01/01@14:02:48,20690,3.228375,19668.16129032258
2000/01/01@14:02:49,20691,3.2285628,19671.322580645163
2000/01/01@14:02:50,20692,3.2289376,19674.483870967742
2000/01/01@14:02:52,20694,3.229313,19680.8064516129
2000/01/01@14:02:53,20695,3.2287502,19683.967741935485
2000/01/01@14:02:54,20696,3.2281876,19687.129032258064
2000/01/01@14:02:55,20697,3.228375,19690.290322580644
2000/01/01@14:02:56,20698,3.2285628,19693.451612903227
2000/01/01@14:02:57,20699,3.228375,19696.612903225807
2000/01/01@14:02:58,20700,3.2281876,19699.774193548386
2000/01/01@14:02:59,20701,3.2287502,19702.935483870966
2000/01/01@14:03:00,20702,3.2281876,19706.09677419355
2000/01/01@14:03:01,20703,3.2281876,19709.25806451613
2000/01/01@14:03:02,20704,3.228375,19712.41935483871
2000/01/01@14:03:04,20706,3.2281876,19718.74193548387
2000/01/01@14:03:05,20707,3.2285628,19721.90322580645
2000/01/01@14:03:06,20708,3.2281876,19725.064516129034
2000/01/01@14:03:07,20709,3.2281876,19728.225806451614
2000/01/01@14:03:08,20710,3.2281876,19731.387096774193
2000/01/01@14:03:09,20711,3.2287502,19734.548387096773
2000/01/01@14:03:10,20712,3.2289376,19737.709677419356
2000/01/01@14:03:11,20713,3.2281876,19740.870967741936
2000/01/01@14:03:12,20714,3.2281876,19744.032258064515
2000/01/01@14:03:13,20715,3.2289376,19747.1935483871
2000/01/01@14:03:14,20716,3.2285628,19750.354838709678
2000/01/01@14:03:16,20718,3.2281876,19756.677419354837
2000/01/01@14:03:17,20719,3.228375,19759.83870967742
2000/01/01@14:03:18,20720,3.2287502,19763.0
2000/01/01@14:03:19,20721,3.228375,19765.967741935485
2000/01/01@14:03:20,20722,3.228375,19768.935483870966
2000/01/01@14:03:21,20723,3.2285628,19771.90322580645
2000/01/01@14:03:22,20724,3.2289376,19774.870967741936
2000/01/01@14:03:23,20725,3.2281876,19777.83870967742
2000/01/01@14:03:24,20726,3.2289376,19780.8064516129
2000/01/01@14:03:25,20727,3.2287502,19783.774193548386
2000/01/01@14:03:26,20728,3.2281876,19786.74193548387
2000/01/01@14:03:28,20730,3.2289376,19792.677419354837
2000/01/01@14:03:29,20731,3.2287502,19795.645161290322
2000/01/01@14:03:30,20732,3.2287502,19798.612903225807
2000/01/01@14:03:31,20733,3.2289376,19801.58064516129
2000/01/01@14:03:32,20734,3.2281876,19804.548387096773
2000/01/01@14:03:33,20735,3.2287502,19807.516129032258
2000/01/01@14:03:34,20736,3.2285628,19810.483870967742
2000/01/01@14:03:35,20737,3.2285628,19813.451612903227
2000/01/01@14:03:36,20738,3.2285628,19816.41935483871
2000/01/01@14:03:37,20739,3.2287502,19819.387096774193
2000/01/01@14:03:38,20740,3.2289376,19822.354838709678
2000/01/01@14:03:40,20742,3.2289376,19828.290322580644
2000/01/01@14:03:41,20743,3.229125,19831.25806451613
2000/01/01@14:03:42,20744,3.2285628,19834.225806451614
2000/01/01@14:03:43,20745,3.2285628,19837.1935483871
2000/01/01@14:03:44,20746,3.2281876,19840.16129032258
2000/01/01@14:03:45,20747,3.229313,19843.129032258064
2000/01/01@14:03:46,20748,3.2285628,19846.09677419355
2000/01/01@14:03:47,20749,3.228375,19849.064516129034
2000/01/01@14:03:48,20750,3.229313,19852.032258064515
2000/01/01@14:03:49,20751,3.2281876,19855.0
2000/01/01@14:03:50,20752,3.2287502,19858.366666666665
2000/01/01@14:03:52,20754,3.228375,19865.1
2000/01/01@14:03:53,20755,3.228375,19868.466666666667
2000/01/01@14:03:54,20756,3.228375,19871.833333333332
2000/01/01@14:03:55,20757,3.228375,19875.2
2000/01/01@14:03:56,20758,3.2285628,19878.566666666666
2000/01/01@14:03:57,20759,3.2295004,19881.933333333334
2000/01/01@14:03:58,20760,3.2287502,19885.3
2000/01/01@14:03:59,20761,3.228375,19888.666666666668
2000/01/01@14:04:00,20762,3.229125,19892.033333333333
2000/01/01@14:04:01,20763,3.228375,19895.4
2000/01/01@14:04:02,20764,3.2285628,19898.766666666666
2000/01/01@14:04:04,20766,3.2287502,19905.5
2000/01/01@14:04:05,20767,3.2285628,19908.866666666665
2000/01/01@14:04:06,20768,3.2285628,19912.233333333334
2000/01/01@14:04:07,20769,3.2289376,19915.6
2000/01/01@14:04:08,20770,3.228375,19918.966666666667
2000/01/01@14:04:09,20771,3.2281876,19922.333333333332
2000/01/01@14:04:10,20772,3.228375,19925.7
2000/01/01@14:04:11,20773,3.2289376,19929.066666666666
2000/01/01@14:04:12,20774,3.229125,19932.433333333334
2000/01/01@14:04:13,20775,3.229313,19935.8
2000/01/01@14:04:14,20776,3.2289376,19939.166666666668
2000/01/01@14:04:16,20778,3.2289376,19945.9
2000/01/01@14:04:17,20779,3.2287502,19949.266666666666
2000/01/01@14:04:18,20780,3.229125,19952.633333333335
2000/01/01@14:04:19,20781,3.2281876,19956.0
2000/01/01@14:04:20,20782,3.229313,19959.129032258064
2000/01/01@14:04:21,20783,3.2281876,19962.25806451613
2000/01/01@14:04:22,20784,3.2281876,19965.387096774193
2000/01/01@14:04:23,20785,3.228375,19968.516129032258
2000/01/01@14:04:24,20786,3.2285628,19971.645161290322
2000/01/01@14:04:25,20787,3.2289376,19974.774193548386
2000/01/01@14:04:26,20788,3.2289376,19977.90322580645
2000/01/01@14:04:28,20790,3.2287502,19984.16129032258
2000/01/01@14:04:29,20791,3.2281876,19987.290322580644
2000/01/01@14:04:30,20792,3.2281876,19990.41935483871
2000/01/01@14:04:31,20793,3.2287502,19993.548387096773
2000/01/01@14:04:32,20794,3.228375,19996.677419354837
2000/01/01@14:04:33,20795,3.229125,19999.8064516129
2000/01/01@14:04:34,20796,3.2281876,20002.935483870966
2000/01/01@14:04:35,20797,3.2289376,20006.064516129034
2000/01/01@14:04:36,20798,3.2281876,20009.1935483871
2000/01/01@14:04:37,20799,3.228375,20012.322580645163
2000/01/01@14:04:38,20800,3.2281876,20015.451612903227
2000/01/01@14:04:40,20802,3.2285628,20021.709677419356
2000/01/01@14:04:41,20803,3.2287502,20024.83870967742
2000/01/01@14:04:42,20804,3.2287502,20027.967741935485
2000/01/01@14:04:43,20805,3.229125,20031.09677419355
2000/01/01@14:04:44,20806,3.228375,20034.225806451614
2000/01/01@14:04:45,20807,3.228375,20037.354838709678
2000/01/01@14:04:46,20808,3.2285628,20040.483870967742
2000/01/01@14:04:47,20809,3.228375,20043.612903225807
2000/01/01@14:04:48,20810,3.228375,20046.74193548387
2000/01/01@14:04:49,20811,3.2287502,20049.870967741936
2000/01/01@14:04:50,20812,3.228375,20053.0
2000/01/01@14:04:52,20814,3.2285628,20058.933333333334
2000/01/01@14:04:53,20815,3.2281876,20061.9
2000/01/01@14:04:54,20816,3.2287502,20064.866666666665
2000/01/01@14:04:55,20817,3.2295004,20067.833333333332
2000/01/01@14:04:56,20818,3.2289376,20070.8
2000/01/01@14:04:57,20819,3.229313,20073.766666666666
2000/01/01@14:04:58,20820,3.229125,20076.733333333334
2000/01/01@14:04:59,20821,3.2289376,20079.7
2000/01/01@14:05:00,20822,3.229313,20082.666666666668
2000/01/01@14:05:01,20823,3.2280002,20085.633333333335
2000/01/01@14:05:02,20824,3.2281876,20088.6
2000/01/01@14:05:04,20826,3.228375,20094.533333333333
2000/01/01@14:05:05,20827,3.229313,20097.5
2000/01/01@14:05:06,20828,3.2281876,20100.466666666667
2000/01/01@14:05:07,20829,3.229125,20103.433333333334
2000/01/01@14:05:08,20830,3.229313,20106.4
2000/01/01@14:05:09,20831,3.229313,20109.366666666665
2000/01/01@14:05:10,20832,3.229125,20112.333333333332
2000/01/01@14:05:11,20833,3.2285628,20115.3
2000/01/01@14:05:12,20834,3.229125,20118.266666666666
2000/01/01@14:05:13,20835,3.2285628,20121.233333333334
2000/01/01@14:05:14,20836,3.2281876,20124.2
2000/01/01@14:05:16,20838,3.228375,20130.133333333335
2000/01/01@14:05:17,20839,3.2289376,20133.1
2000/01/01@14:05:18,20840,3.228375,20136.066666666666
2000/01/01@14:05:19,20841,3.2289376,20139.033333333333
2000/01/01@14:05:20,20842,3.228375,20142.0
2000/01/01@14:05:21,20843,3.228375,20144.90322580645
2000/01/01@14:05:22,20844,3.229125,20147.8064516129
2000/01/01@14:05:23,20845,3.2289376,20150.709677419356
2000/01/01@14:05:24,20846,3.2287502,20153.612903225807
2000/01/01@14:05:25,20847,3.228375,20156.516129032258
2000/01/01@14:05:26,20848,3.2287502,20159.41935483871
2000/01/01@14:05:28,20850,3.228375,20165.225806451614
2000/01/01@14:05:29,20851,3.2287502,20168.129032258064
2000/01/01@14:05:30,20852,3.2295004,20171.032258064515
2000/01/01@14:05:31,20853,3.2289376,20173.935483870966
2000/01/01@14:05:32,20854,3.2281876,20176.83870967742
2000/01/01@14:05:33,20855,3.2281876,20179.74193548387
2000/01/01@14:05:34,20856,3.2289376,20182.645161290322
2000/01/01@14:05:35,20857,3.229125,20185.548387096773
2000/01/01@14:05:36,20858,3.229313,20188.451612903227
2000/01/01@14:05:37,20859,3.2281876,20191.354838709678
2000/01/01@14:05:38,20860,3.2289376,20194.25806451613
2000/01/01@14:05:40,20862,3.229125,20200.064516129034
2000/01/01@14:05:41,20863,3.228375,20202.967741935485
2000/01/01@14:05:42,20864,3.2281876,20205.870967741936
2000/01/01@14:05:43,20865,3.2285628,20208.774193548386
2000/01/01@14:05:44,20866,3.228375,20211.677419354837
2000/01/01@14:05:45,20867,3.2285628,20214.58064516129
2000/01/01@14:05:46,20868,3.2281876,20217.483870967742
2000/01/01@14:05:47,20869,3.2285628,20220.387096774193
2000/01/01@14:05:48,20870,3.229125,20223.290322580644
2000/01/01@14:05:49,20871,3.228375,20226.1935483871
2000/01/01@14:05:50,20872,3.229125,20229.09677419355
2000/01/01@14:05:52,20874,3.2287502,20235.129032258064
2000/01/01@14:05:53,20875,3.228375,20238.25806451613
2000/01/01@14:05:54,20876,3.229125,20241.387096774193
2000/01/01@14:05:55,20877,3.229125,20244.516129032258
2000/01/01@14:05:56,20878,3.2281876,20247.645161290322
2000/01/01@14:05:57,20879,3.229125,20250.774193548386
2000/01/01@14:05:58,20880,3.2289376,20253.90322580645
2000/01/01@14:05:59,20881,3.229125,20257.032258064515
2000/01/01@14:06:00,20882,3.2285628,20260.16129032258
2000/01/01@14:06:01,20883,3.228375,20263.290322580644
2000/01/01@14:06:02,20884,3.2285628,20266.41935483871
2000/01/01@14:06:04,20886,3.2289376,20272.677419354837
2000/01/01@14:06:05,20887,3.228375,20275.8064516129
2000/01/01@14:06:06,20888,3.228375,20278.935483870966
2000/01/01@14:06:07,20889,3.2285628,20282.064516129034
2000/01/01@14:06:08,20890,3.2281876,20285.1935483871
2000/01/01@14:06:09,20891,3.2287502,20288.322580645163
2000/01/01@14:06:10,20892,3.229125,20291.451612903227
2000/01/01@14:06:11,20893,3.2281876,20294.58064516129
2000/01/01@14:06:12,20894,3.229125,20297.709677419356
2000/01/01@14:06:13,20895,3.2287502,20300.83870967742
2000/01/01@14:06:14,20896,3.228375,20303.967741935485
2000/01/01@14:06:16,20898,3.2285628,20310.225806451614
2000/01/01@14:06:17,20899,3.2285628,20313.354838709678
2000/01/01@14:06:18,20900,3.228375,20316.483870967742
2000/01/01@14:06:19,20901,3.2287502,20319.612903225807
2000/01/01@14:06:20,20902,3.2289376,20322.74193548387
2000/01/01@14:06:21,20903,3.2289376,20325.870967741936
2000/01/01@14:06:22,20904,3.2281876,20329.0
2000/01/01@14:06:23,20905,3.2289376,20332.2
2000/01/01@14:06:24,20906,3.228375,20335.4
2000/01/01@14:06:25,20907,3.2281876,20338.6
2000/01/01@14:06:26,20908,3.229125,20341.8
2000/01/01@14:06:28,20910,3.2289376,20348.2
2000/01/01@14:06:29,20911,3.228375,20351.4
2000/01/01@14:06:30,20912,3.228375,20354.6
2000/01/01@14:06:31,20913,3.229125,20357.8
2000/01/01@14:06:32,20914,3.2281876,20361.0
2000/01/01@14:06:33,20915,3.2287502,20364.2
2000/01/01@14:06:34,20916,3.2287502,20367.4
2000/01/01@14:06:35,20917,3.228375,20370.6
2000/01/01@14:06:36,20918,3.2285628,20373.8
2000/01/01@14:06:37,20919,3.2289376,20377.0
2000/01/01@14:06:38,20920,3.2281876,20380.2
2000/01/01@14:06:40,20922,3.229125,20386.6
2000/01/01@14:06:41,20923,3.2280002,20389.8
2000/01/01@14:06:42,20924,3.2281876,20393.0
2000/01/01@14:06:43,20925,3.229125,20396.2
2000/01/01@14:06:44,20926,3.229313,20399.4
2000/01/01@14:06:45,20927,3.2285628,20402.6
2000/01/01@14:06:46,20928,3.2281876,20405.8
2000/01/01@14:06:47,20929,3.228375,20409.0
2000/01/01@14:06:48,20930,3.228375,20412.2
2000/01/01@14:06:49,20931,3.2289376,20415.4
2000/01/01@14:06:50,20932,3.228375,20418.6
2000/01/01@14:06:52,20934,3.2285628,20425.0
2000/01/01@14:06:53,20935,3.229313,20427.967741935485
2000/01/01@14:06:54,20936,3.229125,20430.935483870966
2000/01/01@14:06:55,20937,3.2285628,20433.90322580645
2000/01/01@14:06:56,20938,3.2289376,20436.870967741936
2000/01/01@14:06:57,20939,3.229313,20439.83870967742
2000/01/01@14:06:58,20940,3.2281876,20442.8064516129
2000/01/01@14:06:59,20941,3.228375,20445.774193548386
2000/01/01@14:07:00,20942,3.228375,20448.74193548387
2000/01/01@14:07:01,20943,3.2287502,20451.709677419356
2000/01/01@14:07:02,20944,3.2285628,20454.677419354837
2000/01/01@14:07:04,20946,3.228375,20460.612903225807
2000/01/01@14:07:05,20947,3.2287502,20463.58064516129
2000/01/01@14:07:06,20948,3.229313,20466.548387096773
2000/01/01@14:07:07,20949,3.2285628,20469.516129032258
2000/01/01@14:07:08,20950,3.229313,20472.483870967742
2000/01/01@14:07:09,20951,3.228375,20475.451612903227
2000/01/01@14:07:10,20952,3.2287502,20478.41935483871
2000/01/01@14:07:11,20953,3.228375,20481.387096774193
2000/01/01@14:07:12,20954,3.228375,20484.354838709678
2000/01/01@14:07:13,20955,3.229125,20487.322580645163
2000/01/01@14:07:14,20956,3.229313,20490.290322580644
2000/01/01@14:07:16,20958,3.2285628,20496.225806451614
2000/01/01@14:07:17,20959,3.228375,20499.1935483871
2000/01/01@14:07:18,20960,3.229313,20502.16129032258
2000/01/01@14:07:19,20961,3.2287502,20505.129032258064
2000/01/01@14:07:20,20962,3.2289376,20508.09677419355
2000/01/01@14:07:21,20963,3.229313,20511.064516129034
2000/01/01@14:07:22,20964,3.2285628,20514.032258064515
2000/01/01@14:07:23,20965,3.229313,20517.0
2000/01/01@14:07:24,20966,3.2289376,20520.233333333334
2000/01/01@14:07:25,20967,3.2289376,20523.466666666667
2000/01/01@14:07:26,20968,3.229125,20526.7
2000/01/01@14:07:28,20970,3.2281876,20533.166666666668
2000/01/01@14:07:29,20971,3.2285628,20536.4
2000/01/01@14:07:30,20972,3.2285628,20539.633333333335
2000/01/01@14:07:31,20973,3.2287502,20542.866666666665
2000/01/01@14:07:32,20974,3.229313,20546.1
2000/01/01@14:07:33,20975,3.228375,20549.333333333332
2000/01/01@14:07:34,20976,3.228375,20552.566666666666
2000/01/01@14:07:35,20977,3.229313,20555.8
2000/01/01@14:07:36,20978,3.2287502,20559.033333333333
2000/01/01@14:07:37,20979,3.229125,20562.266666666666
2000/01/01@14:07:38,20980,3.229125,20565.5
2000/01/01@14:07:40,20982,3.229125,20571.966666666667
2000/01/01@14:07:41,20983,3.2281876,20575.2
2000/01/01@14:07:42,20984,3.2285628,20578.433333333334
2000/01/01@14:07:43,20985,3.228375,20581.666666666668
2000/01/01@14:07:44,20986,3.228375,20584.9
2000/01/01@14:07:45,20987,3.228375,20588.133333333335
2000/01/01@14:07:46,20988,3.2289376,20591.366666666665
2000/01/01@14:07:47,20989,3.2287502,20594.6
2000/01/01@14:07:48,20990,3.2289376,20597.833333333332
2000/01/01@14:07:49,20991,3.2287502,20601.066666666666
2000/01/01@14:07:50,20992,3.228375,20604.3
2000/01/01@14:07:52,20994,3.2281876,20610.766666666666
2000/01/01@14:07:53,20995,3.2281876,20614.0
2000/01/01@14:07:54,20996,3.229125,20617.09677419355
2000/01/01@14:07:55,20997,3.2281876,20620.1935483871
2000/01/01@14:07:56,20998,3.2281876,20623.290322580644
2000/01/01@14:07:57,20999,3.229125,20626.387096774193
2000/01/01@14:07:58,21000,3.228375,20629.483870967742
2000/01/01@14:07:59,21001,3.2285628,20632.58064516129
2000/01/01@14:08:00,21002,3.229125,20635.677419354837
2000/01/01@14:08:01,21003,3.2281876,20638.774193548386
2000/01/01@14:08:02,21004,3.2281876,20641.870967741936
2000/01/01@14:08:04,21006,3.228375,20648.064516129034
2000/01/01@14:08:05,21007,3.2287502,20651.16129032258
2000/01/01@14:08:06,21008,3.2285628,20654.25806451613
2000/01/01@14:08:07,21009,3.228375,20657.354838709678
2000/01/01@14:08:08,21010,3.229313,20660.451612903227
2000/01/01@14:08:09,21011,3.228375,20663.548387096773
2000/01/01@14:08:10,21012,3.228375,20666.645161290322
2000/01/01@14:08:11,21013,3.229125,20669.74193548387
2000/01/01@14:08:12,21014,3.2285628,20672.83870967742
2000/01/01@14:08:13,21015,3.229125,20675.935483870966
2000/01/01@14:08:14,21016,3.228375,20679.032258064515
2000/01/01@14:08:16,21018,3.2287502,20685.225806451614
2000/01/01@14:08:17,21019,3.2281876,20688.322580645163
2000/01/01@14:08:18,21020,3.229125,20691.41935483871
2000/01/01@14:08:19,21021,3.229125,20694.516129032258
2000/01/01@14:08:20,21022,3.2289376,20697.612903225807
2000/01/01@14:08:21,21023,3.2285628,20700.709677419356
2000/01/01@14:08:22,21024,3.228375,20703.8064516129
2000/01/01@14:08:23,21025,3.2281876,20706.90322580645
2000/01/01@14:08:24,21026,3.228375,20710.0
2000/01/01@14:08:25,21027,3.228375,20713.166666666668
2000/01/01@14:08:26,21028,3.2281876,20716.333333333332
2000/01/01@14:08:28,21030,3.228375,20722.666666666668
2000/01/01@14:08:29,21031,3.2281876,20725.833333333332
2000/01/01@14:08:30,21032,3.2281876,20729.0
2000/01/01@14:08:31,21033,3.2289376,20732.166666666668
2000/01/01@14:08:32,21034,3.228375,20735.333333333332
2000/01/01@14:08:33,21035,3.228375,20738.5
2000/01/01@14:08:34,21036,3.2285628,20741.666666666668
2000/01/01@14:08:35,21037,3.2285628,20744.833333333332
2000/01/01@14:08:36,21038,3.2281876,20748.0
2000/01/01@14:08:37,21039,3.2289376,20751.166666666668
2000/01/01@14:08:39,21040,3.2289376,20757.5
2000/01/01@14:08:40,21042,3.228375,20760.666666666668
2000/01/01@14:08:41,21043,3.228375,20763.833333333332
2000/01/01@14:08:42,21044,3.2289376,20767.0
2000/01/01@14:08:43,21045,3.229125,20770.166666666668
2000/01/01@14:08:44,21046,3.2289376,20773.333333333332
2000/01/01@14:08:45,21047,3.229313,20776.5
2000/01/01@14:08:46,21048,3.2281876,20779.666666666668
2000/01/01@14:08:47,21049,3.228375,20782.833333333332
2000/01/01@14:08:48,21050,3.229125,20786.0
2000/01/01@14:08:49,21051,3.229313,20789.166666666668
2000/01/01@14:08:51,21052,3.229125,20795.5
2000/01/01@14:08:52,21054,3.228375,20798.666666666668
2000/01/01@14:08:53,21055,3.229125,20801.833333333332
2000/01/01@14:08:54,21056,3.228375,20805.0
2000/01/01@14:08:55,21057,3.228375,20808.16129032258
2000/01/01@14:08:56,21058,3.228375,20811.322580645163
2000/01/01@14:08:57,21059,3.2287502,20814.483870967742
2000/01/01@14:08:58,21060,3.229125,20817.645161290322
2000/01/01@14:08:59,21061,3.2285628,20820.8064516129
2000/01/01@14:09:00,21062,3.229125,20823.967741935485
2000/01/01@14:09:01,21063,3.2289376,20827.129032258064
2000/01/01@14:09:03,21065,3.2281876,20833.451612903227
2000/01/01@14:09:04,21066,3.228375,20836.612903225807
2000/01/01@14:09:05,21067,3.228375,20839.774193548386
2000/01/01@14:09:06,21068,3.228375,20842.935483870966
2000/01/01@14:09:07,21069,3.2285628,20846.09677419355
2000/01/01@14:09:08,21070,3.2285628,20849.25806451613
2000/01/01@14:09:09,21071,3.2285628,20852.41935483871
2000/01/01@14:09:10,21072,3.2281876,20855.58064516129
2000/01/01@14:09:11,21073,3.229313,20858.74193548387
2000/01/01@14:09:12,21074,3.2287502,20861.90322580645
2000/01/01@14:09:13,21075,3.2281876,20865.064516129034
2000/01/01@14:09:15,21077,3.2287502,20871.387096774193
2000/01/01@14:09:16,21078,3.2280002,20874.548387096773
2000/01/01@14:09:17,21079,3.2281876,20877.709677419356
2000/01/01@14:09:18,21080,3.228375,20880.870967741936
2000/01/01@14:09:19,21081,3.228375,20884.032258064515
2000/01/01@14:09:20,21082,3.2289376,20887.1935483871
2000/01/01@14:09:21,21083,3.2281876,20890.354838709678
2000/01/01@14:09:22,21084,3.2285628,20893.516129032258
2000/01/01@14:09:23,21085,3.2280002,20896.677419354837
2000/01/01@14:09:24,21086,3.228375,20899.83870967742
2000/01/01@14:09:25,21087,3.2289376,20903.0
2000/01/01@14:09:27,21088,3.2281876,20908.74193548387
2000/01/01@14:09:28,21090,3.2281876,20911.612903225807
2000/01/01@14:09:29,21091,3.228375,20914.483870967742
2000/01/01@14:09:30,21092,3.228375,20917.354838709678
2000/01/01@14:09:31,21093,3.2287502,20920.225806451614
2000/01/01@14:09:32,21094,3.2281876,20923.09677419355
2000/01/01@14:09:33,21095,3.228375,20925.967741935485
2000/01/01@14:09:34,21096,3.228375,20928.83870967742
2000/01/01@14:09:35,21097,3.2285628,20931.709677419356
2000/01/01@14:09:36,21098,3.228375,20934.58064516129
2000/01/01@14:09:37,21099,3.2289376,20937.451612903227
2000/01/01@14:09:39,21101,3.2281876,20943.1935483871
2000/01/01@14:09:40,21102,3.2281876,20946.064516129034
2000/01/01@14:09:41,21103,3.2281876,20948.935483870966
2000/01/01@14:09:42,21104,3.2281876,20951.8064516129
2000/01/01@14:09:43,21105,3.2287502,20954.677419354837
2000/01/01@14:09:44,21106,3.2281876,20957.548387096773
2000/01/01@14:09:45,21107,3.2281876,20960.41935483871
2000/01/01@14:09:46,21108,3.228375,20963.290322580644
2000/01/01@14:09:47,21109,3.229125,20966.16129032258
2000/01/01@14:09:48,21110,3.2281876,20969.032258064515
2000/01/01@14:09:49,21111,3.2281876,20971.90322580645
2000/01/01@14:09:51,21113,3.2281876,20977.645161290322
2000/01/01@14:09:52,21114,3.2285628,20980.516129032258
2000/01/01@14:09:53,21115,3.228375,20983.387096774193
2000/01/01@14:09:54,21116,3.2281876,20986.25806451613
2000/01/01@14:09:55,21117,3.2281876,20989.129032258064
2000/01/01@14:09:56,21118,3.228375,20992.0
2000/01/01@14:09:57,21119,3.2281876,20995.033333333333
2000/01/01@14:09:58,21120,3.2281876,20998.066666666666
2000/01/01@14:09:59,21121,3.2285628,21001.1
2000/01/01@14:10:00,21122,3.2285628,21004.133333333335
2000/01/01@14:10:01,21123,3.2285628,21007.166666666668
2000/01/01@14:10:03,21125,3.228375,21013.233333333334
2000/01/01@14:10:04,21126,3.228375,21016.266666666666
2000/01/01@14:10:05,21127,3.2287502,21019.3
2000/01/01@14:10:06,21128,3.2285628,21022.333333333332
2000/01/01@14:10:07,21129,3.2285628,21025.366666666665
2000/01/01@14:10:08,21130,3.2287502,21028.4
2000/01/01@14:10:09,21131,3.229125,21031.433333333334
2000/01/01@14:10:10,21132,3.228375,21034.466666666667
2000/01/01@14:10:11,21133,3.228375,21037.5
2000/01/01@14:10:12,21134,3.2289376,21040.533333333333
2000/01/01@14:10:13,21135,3.2281876,21043.566666666666
2000/01/01@14:10:15,21137,3.2287502,21049.633333333335
2000/01/01@14:10:16,21138,3.2287502,21052.666666666668
2000/01/01@14:10:17,21139,3.2287502,21055.7
2000/01/01@14:10:18,21140,3.2281876,21058.733333333334
2000/01/01@14:10:19,21141,3.228375,21061.766666666666
2000/01/01@14:10:20,21142,3.2285628,21064.8
2000/01/01@14:10:21,21143,3.229313,21067.833333333332
2000/01/01@14:10:22,21144,3.2285628,21070.866666666665
2000/01/01@14:10:23,21145,3.228375,21073.9
2000/01/01@14:10:24,21146,3.2281876,21076.933333333334
2000/01/01@14:10:25,21147,3.2289376,21079.966666666667
2000/01/01@14:10:27,21149,3.228375,21085.967741935485
2000/01/01@14:10:28,21150,3.2281876,21088.935483870966
2000/01/01@14:10:29,21151,3.2281876,21091.90322580645
2000/01/01@14:10:30,21152,3.2289376,21094.870967741936
2000/01/01@14:10:31,21153,3.2289376,21097.83870967742
2000/01/01@14:10:32,21154,3.229125,21100.8064516129
2000/01/01@14:10:33,21155,3.2281876,21103.774193548386
2000/01/01@14:10:34,21156,3.228375,21106.74193548387
2000/01/01@14:10:35,21157,3.2287502,21109.709677419356
2000/01/01@14:10:36,21158,3.229313,21112.677419354837
2000/01/01@14:10:37,21159,3.228375,21115.645161290322
2000/01/01@14:10:39,21161,3.229125,21121.58064516129
2000/01/01@14:10:40,21162,3.2281876,21124.548387096773
2000/01/01@14:10:41,21163,3.2281876,21127.516129032258
2000/01/01@14:10:42,21164,3.2289376,21130.483870967742
2000/01/01@14:10:43,21165,3.228375,21133.451612903227
2000/01/01@14:10:44,21166,3.2281876,21136.41935483871
2000/01/01@14:10:45,21167,3.2289376,21139.387096774193
2000/01/01@14:10:46,21168,3.229125,21142.354838709678
2000/01/01@14:10:47,21169,3.2289376,21145.322580645163
2000/01/01@14:10:48,21170,3.2281876,21148.290322580644
2000/01/01@14:10:49,21171,3.228375,21151.25806451613
2000/01/01@14:10:51,21173,3.2287502,21157.1935483871
2000/01/01@14:10:52,21174,3.228375,21160.16129032258
2000/01/01@14:10:53,21175,3.2287502,21163.129032258064
2000/01/01@14:10:54,21176,3.228375,21166.09677419355
2000/01/01@14:10:55,21177,3.2281876,21169.064516129034
2000/01/01@14:10:56,21178,3.2285628,21172.032258064515
2000/01/01@14:10:57,21179,3.228375,21175.0
2000/01/01@14:10:58,21180,3.228375,21177.966666666667
2000/01/01@14:10:59,21181,3.2285628,21180.933333333334
2000/01/01@14:11:00,21182,3.2289376,21183.9
2000/01/01@14:11:01,21183,3.228375,21186.866666666665
2000/01/01@14:11:03,21185,3.228375,21192.8
2000/01/01@14:11:04,21186,3.228375,21195.766666666666
2000/01/01@14:11:05,21187,3.2289376,21198.733333333334
2000/01/01@14:11:06,21188,3.2289376,21201.7
2000/01/01@14:11:07,21189,3.2278126,21204.666666666668
2000/01/01@14:11:08,21190,3.2281876,21207.633333333335
2000/01/01@14:11:09,21191,3.2281876,21210.6
2000/01/01@14:11:10,21192,3.2285628,21213.566666666666
2000/01/01@14:11:11,21193,3.2281876,21216.533333333333
2000/01/01@14:11:12,21194,3.2281876,21219.5
2000/01/01@14:11:13,21195,3.2287502,21222.466666666667
2000/01/01@14:11:15,21197,3.2281876,21228.4
2000/01/01@14:11:16,21198,3.2287502,21231.366666666665
2000/01/01@14:11:17,21199,3.228375,21234.333333333332
2000/01/01@14:11:18,21200,3.2287502,21237.3
2000/01/01@14:11:19,21201,3.228375,21240.266666666666
2000/01/01@14:11:20,21202,3.2281876,21243.233333333334
2000/01/01@14:11:21,21203,3.2287502,21246.2
2000/01/01@14:11:22,21204,3.228375,21249.166666666668
2000/01/01@14:11:23,21205,3.228375,21252.133333333335
2000/01/01@14:11:24,21206,3.2289376,21255.1
2000/01/01@14:11:25,21207,3.2278126,21258.066666666666
2000/01/01@14:11:27,21209,3.2287502,21264.0
2000/01/01@14:11:28,21210,3.2285628,21267.25806451613
